Period,Org Code,Parent Org,Org name,Number of A&E attendances Type 1,Number of A&E attendances Type 2,Number of A&E attendances Other A&E Department,Number of attendances over 4hrs Type 1,Number of attendances over 4hrs Type 2,Number of attendances over 4hrs Other A&E Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-APRIL-2017,NR3,Midlands And East Of England Commissioning Region,Nottingham Citycare Partnership,0.0,0.0,5229.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,RX1,Midlands And East Of England Commissioning Region,Nottingham University Hospitals NHS Trust,14170.0,1373.0,202.0,2774.0,18.0,2.0,491.0,0.0,3934.0,0.0,0.0,2260.0
MSitAE-APRIL-2017,NLO10,Midlands And East Of England Commissioning Region,Oadby & Wigston Urgent Care Centre,0.0,0.0,3253.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,C82010,Midlands And East Of England Commissioning Region,Oakham Medical Practice,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,NLO12,Midlands And East Of England Commissioning Region,Oakham Urgent Care Centre,0.0,0.0,328.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,Y02428,Midlands And East Of England Commissioning Region,Putnoe Medical Centre Walk In Centre,0.0,0.0,2379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,RXK,Midlands And East Of England Commissioning Region,Sandwell And West Birmingham Hospitals NHS Trust,13837.0,2084.0,2774.0,2765.0,49.0,0.0,241.0,0.0,2896.0,29.0,0.0,539.0
MSitAE-APRIL-2017,RK5,Midlands And East Of England Commissioning Region,Sherwood Forest Hospitals NHS Foundation Trust,8129.0,0.0,4343.0,470.0,0.0,39.0,23.0,0.0,2460.0,0.0,17.0,469.0
MSitAE-APRIL-2017,RXW,Midlands And East Of England Commissioning Region,Shrewsbury And Telford Hospital NHS Trust,9942.0,0.0,1578.0,1786.0,0.0,0.0,530.0,0.0,2239.0,0.0,0.0,1929.0
MSitAE-APRIL-2017,R1D,Midlands And East Of England Commissioning Region,Shropshire Community Health NHS Trust,0.0,0.0,1994.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0
MSitAE-APRIL-2017,Y02615,Midlands And East Of England Commissioning Region,South Birmingham GP Walk In Centre,0.0,0.0,5797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,RJC,Midlands And East Of England Commissioning Region,South Warwickshire NHS Foundation Trust,5402.0,0.0,655.0,260.0,0.0,0.0,10.0,0.0,1678.0,0.0,0.0,294.0
MSitAE-APRIL-2017,RAJ,Midlands And East Of England Commissioning Region,Southend University Hospital NHS Foundation Trust,8057.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,2188.0,0.0,0.0,638.0
MSitAE-APRIL-2017,Y02470,Midlands And East Of England Commissioning Region,Ssafa Care Walk-In-Centre,0.0,0.0,2365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,Y02961,Midlands And East Of England Commissioning Region,Summerfield GP Surg & Urgent Care Centre,0.0,0.0,3334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,RNA,Midlands And East Of England Commissioning Region,The Dudley Group NHS Foundation Trust,8597.0,0.0,6991.0,1295.0,0.0,0.0,41.0,0.0,2409.0,0.0,0.0,898.0
MSitAE-APRIL-2017,RQW,Midlands And East Of England Commissioning Region,The Princess Alexandra Hospital NHS Trust,8164.0,0.0,0.0,1714.0,0.0,0.0,276.0,0.0,1767.0,0.0,0.0,480.0
MSitAE-APRIL-2017,RCX,Midlands And East Of England Commissioning Region,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",5270.0,0.0,0.0,458.0,0.0,0.0,170.0,0.0,2132.0,0.0,0.0,689.0
MSitAE-APRIL-2017,RL1,Midlands And East Of England Commissioning Region,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
MSitAE-APRIL-2017,RL4,Midlands And East Of England Commissioning Region,The Royal Wolverhampton NHS Trust,11072.0,0.0,9148.0,1400.0,0.0,112.0,84.0,0.0,2533.0,0.0,0.0,979.0
MSitAE-APRIL-2017,RWD,Midlands And East Of England Commissioning Region,United Lincolnshire Hospitals NHS Trust,12538.0,0.0,0.0,2230.0,0.0,0.0,44.0,0.0,3341.0,0.0,0.0,1032.0
MSitAE-APRIL-2017,RRK,Midlands And East Of England Commissioning Region,University Hospitals Birmingham NHS Foundation Trust,9427.0,0.0,0.0,1632.0,0.0,0.0,360.0,0.0,2846.0,0.0,0.0,1094.0
MSitAE-APRIL-2017,RKB,Midlands And East Of England Commissioning Region,University Hospitals Coventry And Warwickshire NHS Trust,11589.0,1790.0,2301.0,2309.0,26.0,5.0,346.0,0.0,4097.0,85.0,1.0,514.0
MSitAE-APRIL-2017,RWE,Midlands And East Of England Commissioning Region,University Hospitals Of Leicester NHS Trust,13254.0,1662.0,4623.0,3495.0,12.0,200.0,335.0,0.0,3836.0,5.0,193.0,3824.0
MSitAE-APRIL-2017,RJE,Midlands And East Of England Commissioning Region,University Hospitals Of North Midlands NHS Trust,14366.0,378.0,4635.0,2942.0,0.0,19.0,707.0,0.0,4393.0,0.0,0.0,2479.0
MSitAE-APRIL-2017,RBK,Midlands And East Of England Commissioning Region,Walsall Healthcare NHS Trust,6009.0,0.0,3629.0,1366.0,0.0,2.0,306.0,1.0,1809.0,0.0,0.0,632.0
MSitAE-APRIL-2017,ATQ02,Midlands And East Of England Commissioning Region,Walsall Urgent Care Centre (Community Site),0.0,0.0,3891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,RWG,Midlands And East Of England Commissioning Region,West Hertfordshire Hospitals NHS Trust,7580.0,0.0,3749.0,2648.0,0.0,10.0,804.0,0.0,2487.0,0.0,0.0,504.0
MSitAE-APRIL-2017,RGR,Midlands And East Of England Commissioning Region,West Suffolk NHS Foundation Trust,5578.0,0.0,0.0,268.0,0.0,0.0,14.0,0.0,1908.0,0.0,0.0,452.0
MSitAE-APRIL-2017,RWP,Midlands And East Of England Commissioning Region,Worcestershire Acute Hospitals NHS Trust,10048.0,0.0,5411.0,2904.0,0.0,0.0,928.0,4.0,3100.0,0.0,0.0,739.0
MSitAE-APRIL-2017,RLQ,Midlands And East Of England Commissioning Region,Wye Valley NHS Trust,4515.0,0.0,3022.0,619.0,0.0,0.0,75.0,0.0,1062.0,0.0,0.0,260.0
MSitAE-APRIL-2017,REM,North Of England Commissioning Region,Aintree University Hospital NHS Foundation Trust,6981.0,0.0,6742.0,1904.0,0.0,0.0,552.0,0.0,2511.0,0.0,0.0,691.0
MSitAE-APRIL-2017,RCF,North Of England Commissioning Region,Airedale NHS Foundation Trust,5318.0,0.0,0.0,358.0,0.0,0.0,44.0,0.0,1030.0,0.0,0.0,747.0
MSitAE-APRIL-2017,RBS,North Of England Commissioning Region,Alder Hey Children's NHS Foundation Trust,4744.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,932.0,0.0,0.0,238.0
MSitAE-APRIL-2017,NNF70,North Of England Commissioning Region,Alfred Bean Hospital,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,RFF,North Of England Commissioning Region,Barnsley Hospital NHS Foundation Trust,6841.0,0.0,0.0,750.0,0.0,0.0,49.0,0.0,2067.0,0.0,0.0,491.0
MSitAE-APRIL-2017,RXL,North Of England Commissioning Region,Blackpool Teaching Hospitals NHS Foundation Trust,7141.0,0.0,9526.0,1869.0,0.0,7.0,773.0,5.0,2180.0,0.0,0.0,885.0
MSitAE-APRIL-2017,RMC,North Of England Commissioning Region,Bolton NHS Foundation Trust,8222.0,0.0,1112.0,1625.0,0.0,5.0,373.0,1.0,2014.0,0.0,28.0,632.0
MSitAE-APRIL-2017,RAE,North Of England Commissioning Region,Bradford Teaching Hospitals NHS Foundation Trust,11105.0,0.0,0.0,1396.0,0.0,0.0,75.0,0.0,2888.0,0.0,0.0,1066.0
MSitAE-APRIL-2017,NNF09,North Of England Commissioning Region,Bransholme Health Centre,0.0,0.0,1664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,RY2,North Of England Commissioning Region,Bridgewater Community Healthcare NHS Foundation Trust,0.0,0.0,7439.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,RWY,North Of England Commissioning Region,Calderdale And Huddersfield NHS Foundation Trust,12396.0,0.0,0.0,609.0,0.0,0.0,98.0,0.0,2721.0,0.0,0.0,1244.0
MSitAE-APRIL-2017,RW3,North Of England Commissioning Region,Central Manchester University Hospitals NHS Foundation Trust,12255.0,3409.0,9677.0,1561.0,11.0,28.0,451.0,0.0,3498.0,164.0,125.0,544.0
MSitAE-APRIL-2017,RLN,North Of England Commissioning Region,City Hospitals Sunderland NHS Foundation Trust,7374.0,2268.0,2651.0,613.0,28.0,3.0,40.0,0.0,2492.0,28.0,0.0,834.0
MSitAE-APRIL-2017,RJR,North Of England Commissioning Region,Countess Of Chester Hospital NHS Foundation Trust,5720.0,0.0,521.0,752.0,0.0,25.0,337.0,0.0,1456.0,0.0,0.0,524.0
MSitAE-APRIL-2017,RXP,North Of England Commissioning Region,County Durham And Darlington NHS Foundation Trust,10572.0,0.0,7663.0,955.0,0.0,0.0,180.0,0.0,3375.0,0.0,0.0,1566.0
MSitAE-APRIL-2017,RNN,North Of England Commissioning Region,Cumbria Partnership NHS Foundation Trust,0.0,0.0,2030.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,RP5,North Of England Commissioning Region,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,10535.0,0.0,2681.0,1273.0,0.0,0.0,170.0,0.0,3204.0,0.0,457.0,1021.0
MSitAE-APRIL-2017,RJN,North Of England Commissioning Region,East Cheshire NHS Trust,3937.0,0.0,181.0,934.0,0.0,0.0,143.0,0.0,842.0,0.0,0.0,277.0
MSitAE-APRIL-2017,RXR,North Of England Commissioning Region,East Lancashire Hospitals NHS Trust,8959.0,0.0,7796.0,2627.0,0.0,428.0,415.0,1.0,3077.0,0.0,26.0,1184.0
MSitAE-APRIL-2017,NNF28,North Of England Commissioning Region,Freedom Centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,RR7,North Of England Commissioning Region,Gateshead Health NHS Foundation Trust,7288.0,0.0,2517.0,343.0,0.0,0.0,68.0,0.0,1557.0,0.0,0.0,355.0
MSitAE-APRIL-2017,RCD,North Of England Commissioning Region,Harrogate And District NHS Foundation Trust,4029.0,0.0,887.0,120.0,0.0,0.0,1.0,0.0,942.0,0.0,0.0,582.0
MSitAE-APRIL-2017,NNF99,North Of England Commissioning Region,Hornsea Cottage Hospital,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,RWA,North Of England Commissioning Region,Hull And East Yorkshire Hospitals NHS Trust,11106.0,0.0,1239.0,767.0,0.0,1.0,147.0,0.0,3257.0,0.0,0.0,1231.0
MSitAE-APRIL-2017,RV9,North Of England Commissioning Region,Humber NHS Foundation Trust,0.0,0.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-APRIL-2017,RXN,North Of England Commissioning Region,Lancashire Teaching Hospitals NHS Foundation Trust,5639.0,0.0,6342.0,1065.0,0.0,101.0,276.0,0.0,1721.0,0.0,277.0,1475.0
MSitAE-APRIL-2017,Y01231,North Of England Commissioning Region,Lcd-Leeds-Ooh,0.0,0.0,2484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
