Code,Provider Description,SNOMED-CT,SNOMED-CT Description,Total,Year,Month
ALL,ALL SUBMITTERS,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",1449,2017,April
ALL,ALL SUBMITTERS,60862001,Tinnitus (finding),404,2017,April
ALL,ALL SUBMITTERS,62315008,Diarrhea (finding),19865,2017,April
ALL,ALL SUBMITTERS,63102001,Visual disturbance (disorder),41324,2017,April
ALL,ALL SUBMITTERS,65958008,Hiccoughs (finding),192,2017,April
ALL,ALL SUBMITTERS,66214007,Substance abuse (disorder),37285,2017,April
ALL,ALL SUBMITTERS,66857006,Hemoptysis (finding),5498,2017,April
ALL,ALL SUBMITTERS,68235000,Nasal congestion (finding),1334,2017,April
ALL,ALL SUBMITTERS,6923002,Injury of perineum (disorder),1209,2017,April
ALL,ALL SUBMITTERS,7011001,Hallucinations (finding),2446,2017,April
ALL,ALL SUBMITTERS,70176004,Foreign body in rectum (disorder),289,2017,April
ALL,ALL SUBMITTERS,70407001,Stridor (finding),17169,2017,April
ALL,ALL SUBMITTERS,713514005,Muscle weakness of limb (finding),17836,2017,April
ALL,ALL SUBMITTERS,74699008,Foreign body in nose (disorder),2785,2017,April
ALL,ALL SUBMITTERS,75441006,Foreign body in ear (disorder),6114,2017,April
ALL,ALL SUBMITTERS,75478009,Poisoning (disorder),14573,2017,April
ALL,ALL SUBMITTERS,75705005,Red eye (disorder),40535,2017,April
ALL,ALL SUBMITTERS,77880009,Rectal pain (finding),3813,2017,April
ALL,ALL SUBMITTERS,78680009,"Hospital admission, emergency, direct (procedure)",57769,2017,April
ALL,ALL SUBMITTERS,79604008,Disorder of breast (disorder),527,2017,April
ALL,ALL SUBMITTERS,79890006,Loss of appetite (finding),4145,2017,April
ALL,ALL SUBMITTERS,80313002,Palpitations (finding),36100,2017,April
ALL,ALL SUBMITTERS,80394007,Hyperglycemia (disorder),8287,2017,April
ALL,ALL SUBMITTERS,81680005,Neck pain (finding),15867,2017,April
ALL,ALL SUBMITTERS,82271004,Injury of head (disorder),141625,2017,April
ALL,ALL SUBMITTERS,83128009,Oliguria (finding),4447,2017,April
ALL,ALL SUBMITTERS,87317003,Respiratory arrest (disorder),709,2017,April
ALL,ALL SUBMITTERS,8765009,Hematemesis (disorder),10192,2017,April
ALL,ALL SUBMITTERS,87970004,Nonfatal submersion (disorder),176,2017,April
ALL,ALL SUBMITTERS,90460009,Injury of neck (disorder),14658,2017,April
ALL,ALL SUBMITTERS,91175000,Seizure (finding),42025,2017,April
ALL,ALL SUBMITTERS,93459000,Foreign body in subcutaneous tissue (disorder),6810,2017,April
ALL,ALL SUBMITTERS,95320005,Disorder of skin (disorder),65540,2017,April
ALL,ALL SUBMITTERS,95666008,Weakness of face muscles (finding),11684,2017,April
ALL,ALL SUBMITTERS,95668009,Pain in face (finding),23437,2017,April
ALL,ALL SUBMITTERS,INVALID,INVALID,44503,2017,April
ALL,ALL SUBMITTERS,NOT SUBMITTED,NOT SUBMITTED,602758,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,102556003,Pain in upper limb (finding),490,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,10601006,Pain in lower limb (finding),910,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,12441001,Epistaxis (disorder),165,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,125593007,Injury of face (disorder),540,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,125666000,Burn (disorder),175,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,127278005,Injury of upper extremity (disorder),3330,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,127279002,Injury of lower extremity (disorder),3130,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,128069005,Injury of abdomen (disorder),10,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,13094009,Apnea in the newborn (finding),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,13791008,Asthenia (finding),2895,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,14380007,Foreign body in mouth (disorder),20,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,14760008,Constipation (finding),35,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,15188001,Hearing loss (disorder),10,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,161152002,Social problem (finding),25,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,161887000,Spontaneous bruising (disorder),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,161891005,Backache (finding),500,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,162214009,Crying infant (finding),65,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,162356005,Earache symptom (finding),95,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,162784002,Unilateral leg edema (situation),45,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,170720001,Follow-up ophthalmological assessment (regime/therapy),225,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,18165001,Jaundice (finding),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,182888003,Medication requested (situation),25,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,19491003,Injury of nose (disorder),20,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,20502007,Pain in scrotum (finding),55,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,21522001,Abdominal pain (finding),1635,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,21631000119105,Limb ischemia (disorder),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,225358003,Wound care (regime/therapy),95,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,225565007,Perineal pain (finding),45,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,230145002,Difficulty breathing (finding),1920,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,23168003,Speech dysfunction (finding),10,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,246679005,Discharge from eye (finding),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,247355005,Flank pain (finding),170,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,248004009,Physical aggression (finding),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,248020004,Bizarre behavior (finding),35,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),35,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,249624003,Blood in feces symptom (finding),85,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,25064002,Headache (finding),355,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,25658005,Disorder of vagina (disorder),15,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,26079004,Tremor (finding),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,262525000,Chest injury (disorder),160,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,262595009,Traumatic amputation (disorder),10,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,262599003,Foreign body in respiratory tract (disorder),10,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,267036007,Dyspnea (finding),20,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,267064002,Retention of urine (disorder),210,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,267102003,Sore throat symptom (finding),120,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,271594007,Syncope (disorder),180,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,271771009,Joint swelling (finding),10,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,271807003,Eruption of skin (disorder),435,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,275319005,Swollen legs (finding),15,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,276464002,Injury of anus (disorder),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,281398003,Groin mass (finding),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,282752000,Injury of eye region (disorder),50,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,282765009,Upper back injury (disorder),50,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,282766005,Lower back injury (disorder),255,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,283682007,Bite - wound (disorder),95,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,28442001,Polyuria (finding),15,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,289530006,Bleeding from vagina (finding),80,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,29857009,Chest pain (finding),1915,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,2999009,Injury of ear (disorder),30,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,299972003,Sting of skin (disorder),10,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,300132001,Ear discharge (finding),20,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,3006004,Disturbance of consciousness (finding),10,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,302866003,Hypoglycemia (disorder),25,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,312608009,Laceration - injury (disorder),375,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),35,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,33334006,Foreign body in digestive tract (disorder),70,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,33958003,Disorder of penis (disorder),20,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,34124000,Foreign body in vagina (disorder),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,3415004,Cyanosis (finding),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,34436003,Blood in urine (finding),65,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,35489007,Depressive disorder (disorder),155,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,371704001,Injury due to chemical exposure (disorder),20,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,371708003,Injury caused by electrical exposure (disorder),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,385486001,Postoperative complication (disorder),125,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,386661006,Fever (finding),360,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,386689009,Hypothermia (finding),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,394616008,Unsteady gait (finding),330,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,398979000,Pale complexion (finding),15,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,399963005,Abrasion (disorder),25,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,404640003,Dizziness (finding),210,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,40917007,Clouded consciousness (finding),130,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,409668002,Photophobia (finding),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,410429000,Cardiac arrest (disorder),10,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,41652007,Pain in eye (finding),100,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),30,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,417981005,Exposure to blood and/or body fluid (event),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,418363000,Itching of skin (finding),35,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,41931001,Abdominal distension (finding),15,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,422400008,Vomiting (disorder),300,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,422587007,Nausea (finding),10,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,427461000,Near syncope (disorder),390,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,428566005,Gestation less than 20 weeks (finding),200,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,429715006,Gestation greater than 20 weeks (finding),20,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,44077006,Numbness (finding),75,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,450724008,Injury of cervical region of back (disorder),20,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,47609003,Foreign body in esophagus (disorder),45,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,48694002,Anxiety (finding),65,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,49650001,Dysuria (finding),85,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,49727002,Cough (finding),150,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,55899000,Foreign body on external eye (disorder),215,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,56890008,Victim of sexual aggression (finding),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",10,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,62315008,Diarrhea (finding),70,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,63102001,Visual disturbance (disorder),10,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,65958008,Hiccoughs (finding),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,66214007,Substance abuse (disorder),60,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,66857006,Hemoptysis (finding),55,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,68235000,Nasal congestion (finding),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,6923002,Injury of perineum (disorder),25,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,7011001,Hallucinations (finding),20,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,70407001,Stridor (finding),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,713514005,Muscle weakness of limb (finding),20,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,74699008,Foreign body in nose (disorder),30,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,75441006,Foreign body in ear (disorder),80,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,75478009,Poisoning (disorder),550,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,75705005,Red eye (disorder),15,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,77880009,Rectal pain (finding),20,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,78680009,"Hospital admission, emergency, direct (procedure)",*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,79604008,Disorder of breast (disorder),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,79890006,Loss of appetite (finding),10,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,80313002,Palpitations (finding),220,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,80394007,Hyperglycemia (disorder),35,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,81680005,Neck pain (finding),165,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,82271004,Injury of head (disorder),1430,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,83128009,Oliguria (finding),20,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,87317003,Respiratory arrest (disorder),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,8765009,Hematemesis (disorder),60,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,87970004,Nonfatal submersion (disorder),*,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,90460009,Injury of neck (disorder),120,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,91175000,Seizure (finding),320,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,93459000,Foreign body in subcutaneous tissue (disorder),85,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,95320005,Disorder of skin (disorder),335,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,95666008,Weakness of face muscles (finding),20,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,95668009,Pain in face (finding),240,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,INVALID,INVALID,120,2017,April
RCF,AIREDALE NHS FOUNDATION TRUST,NOT SUBMITTED,NOT SUBMITTED,380,2017,April
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),45,2017,April
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),*,2017,April
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),365,2017,April
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,78680009,"Hospital admission, emergency, direct (procedure)",31280,2017,April
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,NOT SUBMITTED,NOT SUBMITTED,65,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,102556003,Pain in upper limb (finding),280,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10601006,Pain in lower limb (finding),485,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,12441001,Epistaxis (disorder),45,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,125593007,Injury of face (disorder),70,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,125666000,Burn (disorder),40,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,127278005,Injury of upper extremity (disorder),215,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,127279002,Injury of lower extremity (disorder),295,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,128069005,Injury of abdomen (disorder),*,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,13094009,Apnea in the newborn (finding),*,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,13791008,Asthenia (finding),95,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,14380007,Foreign body in mouth (disorder),*,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,14760008,Constipation (finding),45,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,161152002,Social problem (finding),35,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,161887000,Spontaneous bruising (disorder),*,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,161891005,Backache (finding),400,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,162214009,Crying infant (finding),20,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,162356005,Earache symptom (finding),70,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,162784002,Unilateral leg edema (situation),*,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,18165001,Jaundice (finding),20,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,182888003,Medication requested (situation),15,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,193462001,Insomnia (disorder),*,2017,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,19491003,Injury of nose (disorder),*,2017,April
