Code,Provider Description,SNOMED-CT,SNOMED-CT Description,Total,Year,Month
ALL,ALL SUBMITTERS,267102003,Sore throat symptom (finding),79472,2020,April
ALL,ALL SUBMITTERS,271594007,Syncope (disorder),55875,2020,April
ALL,ALL SUBMITTERS,271771009,Joint swelling (finding),19840,2020,April
ALL,ALL SUBMITTERS,271807003,Eruption of skin (disorder),165743,2020,April
ALL,ALL SUBMITTERS,272022009,Complaining of feeling depressed (finding),114006,2020,April
ALL,ALL SUBMITTERS,276464002,Injury of anus (disorder),1020,2020,April
ALL,ALL SUBMITTERS,281398003,Groin mass (finding),11140,2020,April
ALL,ALL SUBMITTERS,282752000,Injury of eye region (disorder),49215,2020,April
ALL,ALL SUBMITTERS,282765009,Upper back injury (disorder),17820,2020,April
ALL,ALL SUBMITTERS,282766005,Lower back injury (disorder),79907,2020,April
ALL,ALL SUBMITTERS,283682007,Bite - wound (disorder),97608,2020,April
ALL,ALL SUBMITTERS,28442001,Polyuria (finding),34635,2020,April
ALL,ALL SUBMITTERS,289530006,Bleeding from vagina (finding),71654,2020,April
ALL,ALL SUBMITTERS,289610003,Vaginal problem (finding),9227,2020,April
ALL,ALL SUBMITTERS,290085007,Breast problem (finding),2444,2020,April
ALL,ALL SUBMITTERS,297982009,Skin problem (finding),209506,2020,April
ALL,ALL SUBMITTERS,29857009,Chest pain (finding),944204,2020,April
ALL,ALL SUBMITTERS,2999009,Injury of ear (disorder),5928,2020,April
ALL,ALL SUBMITTERS,299972003,Sting of skin (disorder),10793,2020,April
ALL,ALL SUBMITTERS,300132001,Ear discharge (finding),9119,2020,April
ALL,ALL SUBMITTERS,300528000,Penis problem (finding),9327,2020,April
ALL,ALL SUBMITTERS,3006004,Disturbance of consciousness (finding),49965,2020,April
ALL,ALL SUBMITTERS,302866003,Hypoglycemia (disorder),13344,2020,April
ALL,ALL SUBMITTERS,312608009,Laceration - injury (disorder),308890,2020,April
ALL,ALL SUBMITTERS,312609001,Puncture wound - injury (disorder),35079,2020,April
ALL,ALL SUBMITTERS,33334006,Foreign body in digestive tract (disorder),19002,2020,April
ALL,ALL SUBMITTERS,34124000,Foreign body in vagina (disorder),4068,2020,April
ALL,ALL SUBMITTERS,3415004,Cyanosis (finding),1846,2020,April
ALL,ALL SUBMITTERS,34436003,Blood in urine (finding),52738,2020,April
ALL,ALL SUBMITTERS,370977006,Frostbite (disorder),151,2020,April
ALL,ALL SUBMITTERS,371704001,Injury due to chemical exposure (disorder),3420,2020,April
ALL,ALL SUBMITTERS,371708003,Injury caused by electrical exposure (disorder),4435,2020,April
ALL,ALL SUBMITTERS,385486001,Postoperative complication (disorder),16678,2020,April
ALL,ALL SUBMITTERS,386661006,Fever (finding),250662,2020,April
ALL,ALL SUBMITTERS,386689009,Hypothermia (finding),3032,2020,April
ALL,ALL SUBMITTERS,394616008,Unsteady gait (finding),234621,2020,April
ALL,ALL SUBMITTERS,398979000,Pale complexion (finding),9406,2020,April
ALL,ALL SUBMITTERS,399963005,Abrasion (disorder),29991,2020,April
ALL,ALL SUBMITTERS,404640003,Dizziness (finding),126711,2020,April
ALL,ALL SUBMITTERS,40739000,Dysphagia (disorder),2891,2020,April
ALL,ALL SUBMITTERS,40917007,Clouded consciousness (finding),99488,2020,April
ALL,ALL SUBMITTERS,409668002,Photophobia (finding),3705,2020,April
ALL,ALL SUBMITTERS,410429000,Cardiac arrest (disorder),10334,2020,April
ALL,ALL SUBMITTERS,41652007,Pain in eye (finding),123265,2020,April
ALL,ALL SUBMITTERS,417746004,Traumatic injury (disorder),21483,2020,April
ALL,ALL SUBMITTERS,417981005,Exposure to blood and/or body fluid (event),8318,2020,April
ALL,ALL SUBMITTERS,418363000,Itching of skin (finding),15897,2020,April
ALL,ALL SUBMITTERS,421581006,Pharyngeal swelling (finding),6214,2020,April
ALL,ALL SUBMITTERS,422400008,Vomiting (disorder),145634,2020,April
ALL,ALL SUBMITTERS,422587007,Nausea (finding),9825,2020,April
ALL,ALL SUBMITTERS,422970001,Cardiac arrest due to trauma (disorder),323,2020,April
ALL,ALL SUBMITTERS,427461000,Near syncope (disorder),114112,2020,April
ALL,ALL SUBMITTERS,428566005,Gestation less than 20 weeks (finding),113530,2020,April
ALL,ALL SUBMITTERS,429715006,Gestation greater than 20 weeks (finding),7191,2020,April
ALL,ALL SUBMITTERS,44077006,Numbness (finding),44880,2020,April
ALL,ALL SUBMITTERS,450724008,Injury of cervical region of back (disorder),3554,2020,April
ALL,ALL SUBMITTERS,47609003,Foreign body in esophagus (disorder),7859,2020,April
ALL,ALL SUBMITTERS,48694002,Anxiety (finding),30893,2020,April
ALL,ALL SUBMITTERS,49650001,Dysuria (finding),88084,2020,April
ALL,ALL SUBMITTERS,49727002,Cough (finding),44380,2020,April
ALL,ALL SUBMITTERS,56890008,Victim of sexual aggression (finding),621,2020,April
ALL,ALL SUBMITTERS,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",4464,2020,April
ALL,ALL SUBMITTERS,60728008,Swollen abdomen (finding),7077,2020,April
ALL,ALL SUBMITTERS,60862001,Tinnitus (finding),2363,2020,April
ALL,ALL SUBMITTERS,62315008,Diarrhea (finding),59220,2020,April
ALL,ALL SUBMITTERS,63102001,Visual disturbance (disorder),132699,2020,April
ALL,ALL SUBMITTERS,65958008,Hiccoughs (finding),588,2020,April
ALL,ALL SUBMITTERS,66214007,Substance abuse (disorder),147087,2020,April
ALL,ALL SUBMITTERS,66857006,Hemoptysis (finding),13331,2020,April
ALL,ALL SUBMITTERS,68235000,Nasal congestion (finding),5445,2020,April
ALL,ALL SUBMITTERS,6923002,Injury of perineum (disorder),4573,2020,April
ALL,ALL SUBMITTERS,7011001,Hallucinations (finding),11857,2020,April
ALL,ALL SUBMITTERS,70176004,Foreign body in rectum (disorder),1332,2020,April
ALL,ALL SUBMITTERS,70407001,Stridor (finding),24988,2020,April
ALL,ALL SUBMITTERS,713514005,Muscle weakness of limb (finding),70012,2020,April
ALL,ALL SUBMITTERS,74699008,Foreign body in nose (disorder),14828,2020,April
ALL,ALL SUBMITTERS,75441006,Foreign body in ear (disorder),31783,2020,April
ALL,ALL SUBMITTERS,75478009,Poisoning (disorder),63538,2020,April
ALL,ALL SUBMITTERS,75705005,Red eye (disorder),88451,2020,April
ALL,ALL SUBMITTERS,762898005,Swelling of bilateral lower limbs (finding),5560,2020,April
ALL,ALL SUBMITTERS,77880009,Rectal pain (finding),16470,2020,April
ALL,ALL SUBMITTERS,78680009,"Hospital admission, emergency, direct (procedure)",133002,2020,April
ALL,ALL SUBMITTERS,79890006,Loss of appetite (finding),12580,2020,April
ALL,ALL SUBMITTERS,80313002,Palpitations (finding),167576,2020,April
ALL,ALL SUBMITTERS,80394007,Hyperglycemia (disorder),29796,2020,April
ALL,ALL SUBMITTERS,81680005,Neck pain (finding),45099,2020,April
ALL,ALL SUBMITTERS,82271004,Injury of head (disorder),480304,2020,April
ALL,ALL SUBMITTERS,83128009,Oliguria (finding),17234,2020,April
ALL,ALL SUBMITTERS,84387000,Asymptomatic (finding),29094,2020,April
ALL,ALL SUBMITTERS,87317003,Respiratory arrest (disorder),1493,2020,April
ALL,ALL SUBMITTERS,8765009,Hematemesis (disorder),33528,2020,April
ALL,ALL SUBMITTERS,87970004,Nonfatal submersion (disorder),791,2020,April
ALL,ALL SUBMITTERS,90460009,Injury of neck (disorder),36982,2020,April
ALL,ALL SUBMITTERS,91175000,Seizure (finding),138192,2020,April
ALL,ALL SUBMITTERS,93459000,Foreign body in subcutaneous tissue (disorder),40240,2020,April
ALL,ALL SUBMITTERS,95666008,Weakness of face muscles (finding),39086,2020,April
ALL,ALL SUBMITTERS,95668009,Pain in face (finding),98714,2020,April
ALL,ALL SUBMITTERS,INVALID,INVALID,401695,2020,April
ALL,ALL SUBMITTERS,NOT SUBMITTED,NOT SUBMITTED,3347514,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,102556003,Pain in upper limb (finding),840,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,10601006,Pain in lower limb (finding),1600,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,125593007,Injury of face (disorder),760,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,125666000,Burn (disorder),380,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,127278005,Injury of upper extremity (disorder),5415,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,127279002,Injury of lower extremity (disorder),5555,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,128069005,Injury of abdomen (disorder),15,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,13094009,Apnea in the newborn (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,13791008,Asthenia (finding),6480,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,14380007,Foreign body in mouth (disorder),50,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,14760008,Constipation (finding),100,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,15188001,Hearing loss (disorder),30,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,161152002,Social problem (finding),90,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,161887000,Spontaneous bruising (disorder),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,161891005,Backache (finding),885,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,162214009,Crying infant (finding),35,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,162356005,Earache symptom (finding),135,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,162784002,Unilateral leg edema (situation),175,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,170720001,Follow-up ophthalmological assessment (regime/therapy),530,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,18165001,Jaundice (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,182888003,Medication requested (situation),10,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,19491003,Injury of nose (disorder),45,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,20502007,Pain in scrotum (finding),145,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,21522001,Abdominal pain (finding),3235,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,21631000119105,Limb ischemia (disorder),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,225358003,Wound care (regime/therapy),50,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,225565007,Perineal pain (finding),115,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,230145002,Difficulty breathing (finding),3180,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,23168003,Speech dysfunction (finding),35,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,246679005,Discharge from eye (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,247355005,Flank pain (finding),320,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,248004009,Physical aggression (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,248020004,Bizarre behavior (finding),30,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),70,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,249624003,Blood in feces symptom (finding),230,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,25064002,Headache (finding),635,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,26079004,Tremor (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,262525000,Chest injury (disorder),365,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,262595009,Traumatic amputation (disorder),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,262599003,Foreign body in respiratory tract (disorder),15,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,267064002,Retention of urine (disorder),370,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,267102003,Sore throat symptom (finding),140,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,271594007,Syncope (disorder),260,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,271771009,Joint swelling (finding),10,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,271807003,Eruption of skin (disorder),515,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,272022009,Complaining of feeling depressed (finding),315,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,281398003,Groin mass (finding),10,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,282752000,Injury of eye region (disorder),90,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,282765009,Upper back injury (disorder),50,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,282766005,Lower back injury (disorder),410,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,283682007,Bite - wound (disorder),445,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,28442001,Polyuria (finding),20,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,289530006,Bleeding from vagina (finding),220,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,289610003,Vaginal problem (finding),20,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,290085007,Breast problem (finding),15,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,297982009,Skin problem (finding),1020,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,29857009,Chest pain (finding),3590,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,2999009,Injury of ear (disorder),25,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,299972003,Sting of skin (disorder),40,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,300132001,Ear discharge (finding),25,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,300528000,Penis problem (finding),35,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,3006004,Disturbance of consciousness (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,302866003,Hypoglycemia (disorder),35,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,312608009,Laceration - injury (disorder),1245,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),115,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,33334006,Foreign body in digestive tract (disorder),125,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,34124000,Foreign body in vagina (disorder),15,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,3415004,Cyanosis (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,34436003,Blood in urine (finding),120,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,370977006,Frostbite (disorder),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,371704001,Injury due to chemical exposure (disorder),15,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,371708003,Injury caused by electrical exposure (disorder),15,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,385486001,Postoperative complication (disorder),205,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,386661006,Fever (finding),720,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,386689009,Hypothermia (finding),10,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,394616008,Unsteady gait (finding),515,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,399963005,Abrasion (disorder),40,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,404640003,Dizziness (finding),430,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,40917007,Clouded consciousness (finding),315,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,409668002,Photophobia (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,410429000,Cardiac arrest (disorder),25,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,41652007,Pain in eye (finding),125,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,417981005,Exposure to blood and/or body fluid (event),25,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,418363000,Itching of skin (finding),10,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,422400008,Vomiting (disorder),520,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,422587007,Nausea (finding),15,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,427461000,Near syncope (disorder),675,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,428566005,Gestation less than 20 weeks (finding),390,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,429715006,Gestation greater than 20 weeks (finding),25,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,44077006,Numbness (finding),310,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,450724008,Injury of cervical region of back (disorder),15,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,47609003,Foreign body in esophagus (disorder),40,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,48694002,Anxiety (finding),105,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,49650001,Dysuria (finding),110,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,49727002,Cough (finding),195,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,56890008,Victim of sexual aggression (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",35,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,60728008,Swollen abdomen (finding),30,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,60862001,Tinnitus (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,62315008,Diarrhea (finding),135,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,63102001,Visual disturbance (disorder),80,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,65958008,Hiccoughs (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,66214007,Substance abuse (disorder),215,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,66857006,Hemoptysis (finding),65,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,68235000,Nasal congestion (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,6923002,Injury of perineum (disorder),20,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,7011001,Hallucinations (finding),15,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,70176004,Foreign body in rectum (disorder),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,70407001,Stridor (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,713514005,Muscle weakness of limb (finding),40,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,74699008,Foreign body in nose (disorder),50,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,75441006,Foreign body in ear (disorder),175,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,75478009,Poisoning (disorder),755,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,75705005,Red eye (disorder),10,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,762898005,Swelling of bilateral lower limbs (finding),25,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,77880009,Rectal pain (finding),30,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,78680009,"Hospital admission, emergency, direct (procedure)",*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,79890006,Loss of appetite (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,80313002,Palpitations (finding),510,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,80394007,Hyperglycemia (disorder),45,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,81680005,Neck pain (finding),180,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,82271004,Injury of head (disorder),2155,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,83128009,Oliguria (finding),*,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,8765009,Hematemesis (disorder),75,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,90460009,Injury of neck (disorder),140,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,91175000,Seizure (finding),455,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,93459000,Foreign body in subcutaneous tissue (disorder),165,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,95666008,Weakness of face muscles (finding),10,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,95668009,Pain in face (finding),290,2020,April
RCF,AIREDALE NHS FOUNDATION TRUST,INVALID,INVALID,620,2020,April
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),40,2020,April
RBS25,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),55,2020,April
RBS25,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),*,2020,April
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),170,2020,April
RBS25,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),220,2020,April
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,78680009,"Hospital admission, emergency, direct (procedure)",18395,2020,April
RBS25,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,78680009,"Hospital admission, emergency, direct (procedure)",23185,2020,April
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,NOT SUBMITTED,NOT SUBMITTED,155,2020,April
RBS25,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,NOT SUBMITTED,NOT SUBMITTED,75,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,102556003,Pain in upper limb (finding),1525,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10601006,Pain in lower limb (finding),2285,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,125593007,Injury of face (disorder),20,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,125666000,Burn (disorder),15,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,127278005,Injury of upper extremity (disorder),40,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,127279002,Injury of lower extremity (disorder),30,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,14380007,Foreign body in mouth (disorder),*,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,14760008,Constipation (finding),90,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,161152002,Social problem (finding),45,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,161891005,Backache (finding),1285,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,162214009,Crying infant (finding),*,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,162356005,Earache symptom (finding),75,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,162784002,Unilateral leg edema (situation),*,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,18165001,Jaundice (finding),25,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,182888003,Medication requested (situation),20,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,193462001,Insomnia (disorder),*,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,19491003,Injury of nose (disorder),*,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,20502007,Pain in scrotum (finding),30,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,21522001,Abdominal pain (finding),4960,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,21631000119105,Limb ischemia (disorder),*,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,225358003,Wound care (regime/therapy),95,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,225565007,Perineal pain (finding),*,2020,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,230145002,Difficulty breathing (finding),2235,2020,April
