Code,Provider Description,SNOMED-CT,SNOMED-CT Description,Total,Year,Month
ALL,ALL SUBMITTERS,421581006,Pharyngeal swelling (finding),300,2018,April
ALL,ALL SUBMITTERS,422400008,Vomiting (disorder),204733,2018,April
ALL,ALL SUBMITTERS,422587007,Nausea (finding),10906,2018,April
ALL,ALL SUBMITTERS,422970001,Cardiac arrest due to trauma (disorder),521,2018,April
ALL,ALL SUBMITTERS,427461000,Near syncope (disorder),133182,2018,April
ALL,ALL SUBMITTERS,428566005,Gestation less than 20 weeks (finding),112450,2018,April
ALL,ALL SUBMITTERS,429715006,Gestation greater than 20 weeks (finding),8493,2018,April
ALL,ALL SUBMITTERS,44077006,Numbness (finding),34041,2018,April
ALL,ALL SUBMITTERS,450724008,Injury of cervical region of back (disorder),3868,2018,April
ALL,ALL SUBMITTERS,47609003,Foreign body in esophagus (disorder),7061,2018,April
ALL,ALL SUBMITTERS,48694002,Anxiety (finding),27164,2018,April
ALL,ALL SUBMITTERS,49650001,Dysuria (finding),80570,2018,April
ALL,ALL SUBMITTERS,49727002,Cough (finding),80210,2018,April
ALL,ALL SUBMITTERS,55899000,Foreign body on external eye (disorder),85224,2018,April
ALL,ALL SUBMITTERS,56890008,Victim of sexual aggression (finding),621,2018,April
ALL,ALL SUBMITTERS,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",4625,2018,April
ALL,ALL SUBMITTERS,60728008,Swollen abdomen (finding),724,2018,April
ALL,ALL SUBMITTERS,60862001,Tinnitus (finding),1525,2018,April
ALL,ALL SUBMITTERS,62315008,Diarrhea (finding),71805,2018,April
ALL,ALL SUBMITTERS,63102001,Visual disturbance (disorder),137571,2018,April
ALL,ALL SUBMITTERS,65958008,Hiccoughs (finding),552,2018,April
ALL,ALL SUBMITTERS,66214007,Substance abuse (disorder),140579,2018,April
ALL,ALL SUBMITTERS,66857006,Hemoptysis (finding),14682,2018,April
ALL,ALL SUBMITTERS,68235000,Nasal congestion (finding),5056,2018,April
ALL,ALL SUBMITTERS,6923002,Injury of perineum (disorder),4732,2018,April
ALL,ALL SUBMITTERS,7011001,Hallucinations (finding),8435,2018,April
ALL,ALL SUBMITTERS,70176004,Foreign body in rectum (disorder),1190,2018,April
ALL,ALL SUBMITTERS,70407001,Stridor (finding),41516,2018,April
ALL,ALL SUBMITTERS,713514005,Muscle weakness of limb (finding),61410,2018,April
ALL,ALL SUBMITTERS,74699008,Foreign body in nose (disorder),10899,2018,April
ALL,ALL SUBMITTERS,75441006,Foreign body in ear (disorder),26939,2018,April
ALL,ALL SUBMITTERS,75478009,Poisoning (disorder),54122,2018,April
ALL,ALL SUBMITTERS,75705005,Red eye (disorder),127708,2018,April
ALL,ALL SUBMITTERS,762898005,Swelling of bilateral lower limbs (finding),559,2018,April
ALL,ALL SUBMITTERS,77880009,Rectal pain (finding),13364,2018,April
ALL,ALL SUBMITTERS,78680009,"Hospital admission, emergency, direct (procedure)",156372,2018,April
ALL,ALL SUBMITTERS,79604008,Disorder of breast (disorder),2082,2018,April
ALL,ALL SUBMITTERS,79890006,Loss of appetite (finding),13305,2018,April
ALL,ALL SUBMITTERS,80313002,Palpitations (finding),127729,2018,April
ALL,ALL SUBMITTERS,80394007,Hyperglycemia (disorder),25388,2018,April
ALL,ALL SUBMITTERS,81680005,Neck pain (finding),53246,2018,April
ALL,ALL SUBMITTERS,82271004,Injury of head (disorder),530122,2018,April
ALL,ALL SUBMITTERS,83128009,Oliguria (finding),15551,2018,April
ALL,ALL SUBMITTERS,84387000,Asymptomatic (finding),2171,2018,April
ALL,ALL SUBMITTERS,87317003,Respiratory arrest (disorder),1796,2018,April
ALL,ALL SUBMITTERS,8765009,Hematemesis (disorder),31990,2018,April
ALL,ALL SUBMITTERS,87970004,Nonfatal submersion (disorder),753,2018,April
ALL,ALL SUBMITTERS,90460009,Injury of neck (disorder),51578,2018,April
ALL,ALL SUBMITTERS,91175000,Seizure (finding),140170,2018,April
ALL,ALL SUBMITTERS,93459000,Foreign body in subcutaneous tissue (disorder),34837,2018,April
ALL,ALL SUBMITTERS,95320005,Disorder of skin (disorder),277752,2018,April
ALL,ALL SUBMITTERS,95666008,Weakness of face muscles (finding),34293,2018,April
ALL,ALL SUBMITTERS,95668009,Pain in face (finding),86503,2018,April
ALL,ALL SUBMITTERS,INVALID,INVALID,68099,2018,April
ALL,ALL SUBMITTERS,NOT SUBMITTED,NOT SUBMITTED,2289554,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,102556003,Pain in upper limb (finding),1210,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,10601006,Pain in lower limb (finding),2185,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,12441001,Epistaxis (disorder),275,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,125593007,Injury of face (disorder),1240,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,125666000,Burn (disorder),355,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,127278005,Injury of upper extremity (disorder),6685,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,127279002,Injury of lower extremity (disorder),7070,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,128069005,Injury of abdomen (disorder),20,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,13094009,Apnea in the newborn (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,13791008,Asthenia (finding),5010,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,14380007,Foreign body in mouth (disorder),40,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,14760008,Constipation (finding),110,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,15188001,Hearing loss (disorder),35,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,161152002,Social problem (finding),40,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,161887000,Spontaneous bruising (disorder),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,161891005,Backache (finding),1040,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,162214009,Crying infant (finding),70,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,162356005,Earache symptom (finding),190,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,162784002,Unilateral leg edema (situation),175,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,170720001,Follow-up ophthalmological assessment (regime/therapy),605,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,18165001,Jaundice (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,182888003,Medication requested (situation),45,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,193462001,Insomnia (disorder),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,19491003,Injury of nose (disorder),45,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,20502007,Pain in scrotum (finding),125,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,21522001,Abdominal pain (finding),3620,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,21631000119105,Limb ischemia (disorder),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,225358003,Wound care (regime/therapy),190,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,225565007,Perineal pain (finding),145,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,230145002,Difficulty breathing (finding),3730,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,23168003,Speech dysfunction (finding),45,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,246679005,Discharge from eye (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,247355005,Flank pain (finding),320,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,248004009,Physical aggression (finding),10,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,248020004,Bizarre behavior (finding),60,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),85,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,249624003,Blood in feces symptom (finding),240,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,25064002,Headache (finding),725,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,25658005,Disorder of vagina (disorder),25,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,26079004,Tremor (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,262525000,Chest injury (disorder),485,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,262595009,Traumatic amputation (disorder),10,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,262599003,Foreign body in respiratory tract (disorder),35,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,267064002,Retention of urine (disorder),485,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,267102003,Sore throat symptom (finding),235,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,271594007,Syncope (disorder),305,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,271771009,Joint swelling (finding),25,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,271807003,Eruption of skin (disorder),860,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,272022009,Complaining of feeling depressed (finding),135,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,275319005,Swollen legs (finding),25,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,276464002,Injury of anus (disorder),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,281398003,Groin mass (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,282752000,Injury of eye region (disorder),120,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,282765009,Upper back injury (disorder),75,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,282766005,Lower back injury (disorder),495,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,283682007,Bite - wound (disorder),455,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,28442001,Polyuria (finding),35,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,289530006,Bleeding from vagina (finding),260,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,289610003,Vaginal problem (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,297982009,Skin problem (finding),85,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,29857009,Chest pain (finding),3960,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,2999009,Injury of ear (disorder),20,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,299972003,Sting of skin (disorder),35,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,300132001,Ear discharge (finding),30,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,300528000,Penis problem (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,3006004,Disturbance of consciousness (finding),35,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,302866003,Hypoglycemia (disorder),80,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,312608009,Laceration - injury (disorder),1390,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),195,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,33334006,Foreign body in digestive tract (disorder),140,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,33958003,Disorder of penis (disorder),35,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,34124000,Foreign body in vagina (disorder),15,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,3415004,Cyanosis (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,34436003,Blood in urine (finding),195,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,35489007,Depressive disorder (disorder),240,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,370977006,Frostbite (disorder),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,371704001,Injury due to chemical exposure (disorder),40,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,371708003,Injury caused by electrical exposure (disorder),15,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,385486001,Postoperative complication (disorder),270,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,386661006,Fever (finding),735,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,386689009,Hypothermia (finding),15,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,394616008,Unsteady gait (finding),625,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,398979000,Pale complexion (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,399963005,Abrasion (disorder),80,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,404640003,Dizziness (finding),610,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,40917007,Clouded consciousness (finding),325,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,409668002,Photophobia (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,410429000,Cardiac arrest (disorder),50,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,41652007,Pain in eye (finding),180,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,417981005,Exposure to blood and/or body fluid (event),10,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,418363000,Itching of skin (finding),10,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,41931001,Abdominal distension (finding),25,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,422400008,Vomiting (disorder),865,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,422587007,Nausea (finding),15,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,427461000,Near syncope (disorder),955,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,428566005,Gestation less than 20 weeks (finding),435,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,429715006,Gestation greater than 20 weeks (finding),60,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,44077006,Numbness (finding),235,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,450724008,Injury of cervical region of back (disorder),65,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,47609003,Foreign body in esophagus (disorder),90,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,48694002,Anxiety (finding),180,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,49650001,Dysuria (finding),135,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,49727002,Cough (finding),185,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,55899000,Foreign body on external eye (disorder),450,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,56890008,Victim of sexual aggression (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",35,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,60728008,Swollen abdomen (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,60862001,Tinnitus (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,62315008,Diarrhea (finding),195,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,63102001,Visual disturbance (disorder),65,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,65958008,Hiccoughs (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,66214007,Substance abuse (disorder),215,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,66857006,Hemoptysis (finding),105,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,68235000,Nasal congestion (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,6923002,Injury of perineum (disorder),35,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,7011001,Hallucinations (finding),20,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,70176004,Foreign body in rectum (disorder),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,70407001,Stridor (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,713514005,Muscle weakness of limb (finding),65,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,74699008,Foreign body in nose (disorder),65,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,75441006,Foreign body in ear (disorder),215,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,75478009,Poisoning (disorder),1205,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,75705005,Red eye (disorder),35,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,762898005,Swelling of bilateral lower limbs (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,77880009,Rectal pain (finding),30,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,78680009,"Hospital admission, emergency, direct (procedure)",20,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,79604008,Disorder of breast (disorder),10,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,79890006,Loss of appetite (finding),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,80313002,Palpitations (finding),565,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,80394007,Hyperglycemia (disorder),55,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,81680005,Neck pain (finding),290,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,82271004,Injury of head (disorder),3045,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,83128009,Oliguria (finding),20,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,87317003,Respiratory arrest (disorder),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,8765009,Hematemesis (disorder),130,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,87970004,Nonfatal submersion (disorder),*,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,90460009,Injury of neck (disorder),275,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,91175000,Seizure (finding),630,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,93459000,Foreign body in subcutaneous tissue (disorder),230,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,95320005,Disorder of skin (disorder),980,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,95666008,Weakness of face muscles (finding),15,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,95668009,Pain in face (finding),395,2018,April
RCF,AIREDALE NHS FOUNDATION TRUST,INVALID,INVALID,195,2018,April
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),90,2018,April
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),*,2018,April
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),665,2018,April
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,78680009,"Hospital admission, emergency, direct (procedure)",60230,2018,April
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,NOT SUBMITTED,NOT SUBMITTED,305,2018,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,102556003,Pain in upper limb (finding),2550,2018,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10601006,Pain in lower limb (finding),4240,2018,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,12441001,Epistaxis (disorder),160,2018,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,125593007,Injury of face (disorder),145,2018,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,125666000,Burn (disorder),135,2018,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,127278005,Injury of upper extremity (disorder),490,2018,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,127279002,Injury of lower extremity (disorder),445,2018,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,128069005,Injury of abdomen (disorder),*,2018,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,13094009,Apnea in the newborn (finding),*,2018,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,13791008,Asthenia (finding),275,2018,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,14380007,Foreign body in mouth (disorder),10,2018,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,14760008,Constipation (finding),140,2018,April
