Code,Provider Description,SNOMED-CT,SNOMED-CT Description,Total,Year,Month
ENG,ENGLAND,281398003, Groin mass (finding),14429,2022,April
ENG,ENGLAND,7011001, Hallucinations (finding),16287,2022,April
ENG,ENGLAND,25064002, Headache (finding),379127,2022,April
ENG,ENGLAND,15188001, Hearing loss (disorder),15571,2022,April
ENG,ENGLAND,8765009, Hematemesis (disorder),48806,2022,April
ENG,ENGLAND,66857006, Hemoptysis (finding),26939,2022,April
ENG,ENGLAND,65958008, Hiccoughs (finding),819,2022,April
ENG,ENGLAND,78680009," Hospital admission, emergency, direct (procedure)",199847,2022,April
ENG,ENGLAND,302866003, Hypoglycemia (disorder),17003,2022,April
ENG,ENGLAND,386689009, Hypothermia (finding),4192,2022,April
ENG,ENGLAND,371708003, Injury caused by electrical exposure (disorder),4816,2022,April
ENG,ENGLAND,371704001, Injury due to chemical exposure (disorder),4551,2022,April
ENG,ENGLAND,128069005, Injury of abdomen (disorder),13777,2022,April
ENG,ENGLAND,276464002, Injury of anus (disorder),1218,2022,April
ENG,ENGLAND,2999009, Injury of ear (disorder),9137,2022,April
ENG,ENGLAND,282752000, Injury of eye region (disorder),57823,2022,April
ENG,ENGLAND,125593007, Injury of face (disorder),185864,2022,April
ENG,ENGLAND,82271004, Injury of head (disorder),679652,2022,April
ENG,ENGLAND,127279002, Injury of lower extremity (disorder),1270101,2022,April
ENG,ENGLAND,90460009, Injury of neck (disorder),50214,2022,April
ENG,ENGLAND,19491003, Injury of nose (disorder),17819,2022,April
ENG,ENGLAND,6923002, Injury of perineum (disorder),5607,2022,April
ENG,ENGLAND,127278005, Injury of upper extremity (disorder),1302327,2022,April
ENG,ENGLAND,193462001, Insomnia (disorder),1343,2022,April
ENG,ENGLAND,INVALID, INVALID (INVALID),642779,2022,April
ENG,ENGLAND,418363000, Itching of skin (finding),21418,2022,April
ENG,ENGLAND,18165001, Jaundice (finding),16592,2022,April
ENG,ENGLAND,271771009, Joint swelling (finding),27213,2022,April
ENG,ENGLAND,79890006, Loss of appetite (finding),20642,2022,April
ENG,ENGLAND,282766005, Lower back injury (disorder),111783,2022,April
ENG,ENGLAND,713514005, Muscle weakness of limb (finding),79347,2022,April
ENG,ENGLAND,422587007, Nausea (finding),16161,2022,April
ENG,ENGLAND,427461000, Near syncope (disorder),167366,2022,April
ENG,ENGLAND,81680005, Neck pain (finding),68628,2022,April
ENG,ENGLAND,87970004, Nonfatal submersion (disorder),847,2022,April
ENG,ENGLAND,NOT SUBMITTED, NOT SUBMITTED (NOT SUBMITTED),3781873,2022,April
ENG,ENGLAND,44077006, Numbness (finding),64279,2022,April
ENG,ENGLAND,41652007, Pain in eye (finding),201806,2022,April
ENG,ENGLAND,95668009, Pain in face (finding),136518,2022,April
ENG,ENGLAND,10601006, Pain in lower limb (finding),635438,2022,April
ENG,ENGLAND,20502007, Pain in scrotum (finding),65946,2022,April
ENG,ENGLAND,102556003, Pain in upper limb (finding),373899,2022,April
ENG,ENGLAND,80313002, Palpitations (finding),201003,2022,April
ENG,ENGLAND,300528000, Penis problem (finding),18592,2022,April
ENG,ENGLAND,225565007, Perineal pain (finding),29392,2022,April
ENG,ENGLAND,421581006, Pharyngeal swelling (finding),18907,2022,April
ENG,ENGLAND,409668002, Photophobia (finding),5667,2022,April
ENG,ENGLAND,248004009, Physical aggression (finding),15992,2022,April
ENG,ENGLAND,75478009, Poisoning (disorder),76611,2022,April
ENG,ENGLAND,28442001, Polyuria (finding),49403,2022,April
ENG,ENGLAND,385486001, Postoperative complication (disorder),30978,2022,April
ENG,ENGLAND,312609001, Puncture wound - injury (disorder),38428,2022,April
ENG,ENGLAND,77880009, Rectal pain (finding),25333,2022,April
ENG,ENGLAND,75705005, Red eye (disorder),134482,2022,April
ENG,ENGLAND,87317003, Respiratory arrest (disorder),1698,2022,April
ENG,ENGLAND,267064002, Retention of urine (disorder),97901,2022,April
ENG,ENGLAND,91175000, Seizure (finding),198542,2022,April
ENG,ENGLAND,248062006, Self-injurious behavior (finding),73563,2022,April
ENG,ENGLAND,297982009, Skin problem (finding),440413,2022,April
ENG,ENGLAND,267102003, Sore throat symptom (finding),340441,2022,April
ENG,ENGLAND,23168003, Speech dysfunction (finding),40644,2022,April
ENG,ENGLAND,161887000, Spontaneous bruising (disorder),6236,2022,April
ENG,ENGLAND,299972003, Sting of skin (disorder),12159,2022,April
ENG,ENGLAND,70407001, Stridor (finding),69542,2022,April
ENG,ENGLAND,66214007, Substance abuse (disorder),156051,2022,April
ENG,ENGLAND,6471006, Suicidal thoughts (finding),47772,2022,April
ENG,ENGLAND,762898005, Swelling of bilateral lower limbs (finding),13776,2022,April
ENG,ENGLAND,60728008, Swollen abdomen (finding),15634,2022,April
ENG,ENGLAND,262595009, Traumatic amputation (disorder),743,2022,April
ENG,ENGLAND,417746004, Traumatic injury (disorder),27876,2022,April
ENG,ENGLAND,26079004, Tremor (finding),7311,2022,April
ENG,ENGLAND,282765009, Upper back injury (disorder),24299,2022,April
ENG,ENGLAND,56890008, Victim of sexual aggression (finding),1158,2022,April
ENG,ENGLAND,422400008, Vomiting (disorder),353229,2022,April
ENG,ENGLAND,95666008, Weakness of face muscles (finding),47372,2022,April
ENG,ENGLAND,225358003, Wound care (regime/therapy),143958,2022,April
ENG,ENGLAND,84387000, Asymptomatic (finding),75230,2022,April
ENG,ENGLAND,289530006, Bleeding from vagina (finding),107885,2022,April
ENG,ENGLAND,34436003, Blood in urine (finding),81525,2022,April
ENG,ENGLAND,125666000, Burn (disorder),101375,2022,April
ENG,ENGLAND,49727002, Cough (finding),322500,2022,April
ENG,ENGLAND,366979004, Depressed mood (finding),16825,2022,April
ENG,ENGLAND,40739000, Dysphagia (disorder),4825,2022,April
ENG,ENGLAND,49650001, Dysuria (finding),140670,2022,April
ENG,ENGLAND,75441006, Foreign body in ear (disorder),38560,2022,April
ENG,ENGLAND,93459000, Foreign body in subcutaneous tissue (disorder),44280,2022,April
ENG,ENGLAND,405729008, Hematochezia (finding),35340,2022,April
ENG,ENGLAND,80394007, Hyperglycemia (disorder),36740,2022,April
ENG,ENGLAND,450724008, Injury of cervical region of back (disorder),4420,2022,April
ENG,ENGLAND,312608009, Laceration - injury (disorder),320330,2022,April
ENG,ENGLAND,21631000119105, Limb ischemia (disorder),4450,2022,April
ENG,ENGLAND,182888003, Medication requested (situation),38435,2022,April
ENG,ENGLAND,68235000, Nasal congestion (finding),16115,2022,April
ENG,ENGLAND,83128009, Oliguria (finding),26620,2022,April
ENG,ENGLAND,161152002, Social problem (finding),20780,2022,April
ENG,ENGLAND,449614009, Swelling of lower limb (finding),24245,2022,April
ENG,ENGLAND,271594007, Syncope (disorder),94515,2022,April
ENG,ENGLAND,60862001, Tinnitus (finding),3170,2022,April
ENG,ENGLAND,57335002," Toxic effect of gas, fumes AND/OR vapors (disorder)",5520,2022,April
ENG,ENGLAND,22631008, Unsteady when walking (finding),64290,2022,April
ENG,ENGLAND,289610003, Vaginal problem (finding),20675,2022,April
ENG,ENGLAND,63102001, Visual disturbance (disorder),165935,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,21522001, Abdominal pain (finding),1060,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,399963005, Abrasion (disorder),100,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,48694002, Anxiety (finding),25,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,13791008, Asthenia (finding),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,84387000, Asymptomatic (finding),15,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,161891005, Backache (finding),645,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,283682007, Bite - wound (disorder),560,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,248020004, Bizarre behavior (finding),10,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,249366005, Bleeding from nose (finding),90,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,289530006, Bleeding from vagina (finding),80,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,34436003, Blood in urine (finding),120,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,290085007, Breast problem (finding),35,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,125666000, Burn (disorder),340,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,410429000, Cardiac arrest (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,262525000, Chest injury (disorder),500,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,29857009, Chest pain (finding),515,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,40917007, Clouded consciousness (finding),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,14760008, Constipation (finding),90,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,49727002, Cough (finding),1690,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,162214009, Crying infant (finding),20,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,3415004, Cyanosis (finding),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,366979004, Depressed mood (finding),15,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,62315008, Diarrhea (finding),155,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,230145002, Difficulty breathing (finding),290,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,246679005, Discharge from eye (finding),180,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,3006004, Disturbance of consciousness (finding),10,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,404640003, Dizziness (finding),130,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,40739000, Dysphagia (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,267036007, Dyspnea (finding),100,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,49650001, Dysuria (finding),575,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,300132001, Ear discharge (finding),220,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,162356005, Earache symptom (finding),1295,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,271807003, Eruption of skin (disorder),560,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,417981005, Exposure to blood and/or body fluid (event),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,386661006, Fever (finding),355,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,247355005, Flank pain (finding),90,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,170720001, Follow-up ophthalmological assessment (regime/therapy),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,33334006, Foreign body in digestive tract (disorder),15,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,75441006, Foreign body in ear (disorder),120,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,47609003, Foreign body in esophagus (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,14380007, Foreign body in mouth (disorder),15,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,74699008, Foreign body in nose (disorder),20,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,262599003, Foreign body in respiratory tract (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,93459000, Foreign body in subcutaneous tissue (disorder),185,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,34124000, Foreign body in vagina (disorder),15,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,55899000, Foreign body on external eye (disorder),135,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,429715006, Gestation greater than 20 weeks (finding),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,428566005, Gestation less than 20 weeks (finding),10,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,281398003, Groin mass (finding),10,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,7011001, Hallucinations (finding),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,25064002, Headache (finding),155,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,15188001, Hearing loss (disorder),100,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,8765009, Hematemesis (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,405729008, Hematochezia (finding),45,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,66857006, Hemoptysis (finding),10,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,65958008, Hiccoughs (finding),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,80394007, Hyperglycemia (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,302866003, Hypoglycemia (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,371708003, Injury caused by electrical exposure (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,371704001, Injury due to chemical exposure (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,128069005, Injury of abdomen (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,450724008, Injury of cervical region of back (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,2999009, Injury of ear (disorder),20,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,282752000, Injury of eye region (disorder),110,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,125593007, Injury of face (disorder),125,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,82271004, Injury of head (disorder),560,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,127279002, Injury of lower extremity (disorder),2765,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,90460009, Injury of neck (disorder),130,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,19491003, Injury of nose (disorder),15,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,6923002, Injury of perineum (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,127278005, Injury of upper extremity (disorder),2915,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,193462001, Insomnia (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,INVALID, INVALID (INVALID),1595,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,418363000, Itching of skin (finding),145,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,18165001, Jaundice (finding),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,271771009, Joint swelling (finding),20,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,312608009, Laceration - injury (disorder),750,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,21631000119105, Limb ischemia (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,79890006, Loss of appetite (finding),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,282766005, Lower back injury (disorder),165,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,182888003, Medication requested (situation),200,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,713514005, Muscle weakness of limb (finding),10,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,68235000, Nasal congestion (finding),95,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,422587007, Nausea (finding),15,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,427461000, Near syncope (disorder),50,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,81680005, Neck pain (finding),70,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,NOT SUBMITTED, NOT SUBMITTED (NOT SUBMITTED),10620,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,44077006, Numbness (finding),45,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,83128009, Oliguria (finding),30,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,41652007, Pain in eye (finding),160,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,95668009, Pain in face (finding),125,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,10601006, Pain in lower limb (finding),2060,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,20502007, Pain in scrotum (finding),35,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,102556003, Pain in upper limb (finding),1115,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,80313002, Palpitations (finding),110,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,300528000, Penis problem (finding),25,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,225565007, Perineal pain (finding),70,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,421581006, Pharyngeal swelling (finding),10,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,409668002, Photophobia (finding),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,248004009, Physical aggression (finding),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,75478009, Poisoning (disorder),10,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,28442001, Polyuria (finding),440,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,385486001, Postoperative complication (disorder),60,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,312609001, Puncture wound - injury (disorder),90,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,77880009, Rectal pain (finding),30,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,75705005, Red eye (disorder),110,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,267064002, Retention of urine (disorder),20,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,91175000, Seizure (finding),10,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,248062006, Self-injurious behavior (finding),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,297982009, Skin problem (finding),2905,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,161152002, Social problem (finding),10,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,267102003, Sore throat symptom (finding),1245,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,23168003, Speech dysfunction (finding),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,161887000, Spontaneous bruising (disorder),30,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,299972003, Sting of skin (disorder),195,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,70407001, Stridor (finding),105,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,66214007, Substance abuse (disorder),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,6471006, Suicidal thoughts (finding),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,762898005, Swelling of bilateral lower limbs (finding),10,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,449614009, Swelling of lower limb (finding),15,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,60728008, Swollen abdomen (finding),10,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,271594007, Syncope (disorder),30,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,60862001, Tinnitus (finding),15,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,57335002," Toxic effect of gas, fumes AND/OR vapors (disorder)",*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,417746004, Traumatic injury (disorder),35,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,26079004, Tremor (finding),*,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,22631008, Unsteady when walking (finding),10,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,282765009, Upper back injury (disorder),40,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,289610003, Vaginal problem (finding),55,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,63102001, Visual disturbance (disorder),55,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,422400008, Vomiting (disorder),145,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,95666008, Weakness of face muscles (finding),10,2022,April
ACH01,WHITSTABLE MEDICAL PRACTICE,225358003, Wound care (regime/therapy),2800,2022,April
AD9,GREENBROOK HEALTHCARE,21522001, Abdominal pain (finding),5215,2022,April
AD9,GREENBROOK HEALTHCARE,48694002, Anxiety (finding),85,2022,April
AD9,GREENBROOK HEALTHCARE,161891005, Backache (finding),1940,2022,April
AD9,GREENBROOK HEALTHCARE,283682007, Bite - wound (disorder),405,2022,April
AD9,GREENBROOK HEALTHCARE,248020004, Bizarre behavior (finding),60,2022,April
AD9,GREENBROOK HEALTHCARE,249366005, Bleeding from nose (finding),175,2022,April
AD9,GREENBROOK HEALTHCARE,289530006, Bleeding from vagina (finding),435,2022,April
AD9,GREENBROOK HEALTHCARE,34436003, Blood in urine (finding),240,2022,April
AD9,GREENBROOK HEALTHCARE,290085007, Breast problem (finding),50,2022,April
AD9,GREENBROOK HEALTHCARE,125666000, Burn (disorder),325,2022,April
AD9,GREENBROOK HEALTHCARE,29857009, Chest pain (finding),4270,2022,April
AD9,GREENBROOK HEALTHCARE,40917007, Clouded consciousness (finding),65,2022,April
AD9,GREENBROOK HEALTHCARE,14760008, Constipation (finding),165,2022,April
AD9,GREENBROOK HEALTHCARE,49727002, Cough (finding),1965,2022,April
AD9,GREENBROOK HEALTHCARE,162214009, Crying infant (finding),40,2022,April
AD9,GREENBROOK HEALTHCARE,62315008, Diarrhea (finding),300,2022,April
AD9,GREENBROOK HEALTHCARE,246679005, Discharge from eye (finding),20,2022,April
AD9,GREENBROOK HEALTHCARE,3006004, Disturbance of consciousness (finding),*,2022,April
AD9,GREENBROOK HEALTHCARE,404640003, Dizziness (finding),1430,2022,April
AD9,GREENBROOK HEALTHCARE,267036007, Dyspnea (finding),1725,2022,April
AD9,GREENBROOK HEALTHCARE,49650001, Dysuria (finding),510,2022,April
AD9,GREENBROOK HEALTHCARE,162356005, Earache symptom (finding),1205,2022,April
AD9,GREENBROOK HEALTHCARE,271807003, Eruption of skin (disorder),1385,2022,April
AD9,GREENBROOK HEALTHCARE,417981005, Exposure to blood and/or body fluid (event),35,2022,April
AD9,GREENBROOK HEALTHCARE,386661006, Fever (finding),2675,2022,April
AD9,GREENBROOK HEALTHCARE,170720001, Follow-up ophthalmological assessment (regime/therapy),460,2022,April
AD9,GREENBROOK HEALTHCARE,33334006, Foreign body in digestive tract (disorder),40,2022,April
AD9,GREENBROOK HEALTHCARE,75441006, Foreign body in ear (disorder),155,2022,April
AD9,GREENBROOK HEALTHCARE,47609003, Foreign body in esophagus (disorder),30,2022,April
AD9,GREENBROOK HEALTHCARE,14380007, Foreign body in mouth (disorder),20,2022,April
AD9,GREENBROOK HEALTHCARE,74699008, Foreign body in nose (disorder),20,2022,April
AD9,GREENBROOK HEALTHCARE,93459000, Foreign body in subcutaneous tissue (disorder),50,2022,April
AD9,GREENBROOK HEALTHCARE,55899000, Foreign body on external eye (disorder),105,2022,April
AD9,GREENBROOK HEALTHCARE,429715006, Gestation greater than 20 weeks (finding),40,2022,April
AD9,GREENBROOK HEALTHCARE,428566005, Gestation less than 20 weeks (finding),565,2022,April
AD9,GREENBROOK HEALTHCARE,7011001, Hallucinations (finding),15,2022,April
AD9,GREENBROOK HEALTHCARE,25064002, Headache (finding),1675,2022,April
AD9,GREENBROOK HEALTHCARE,405729008, Hematochezia (finding),70,2022,April
AD9,GREENBROOK HEALTHCARE,80394007, Hyperglycemia (disorder),15,2022,April
AD9,GREENBROOK HEALTHCARE,302866003, Hypoglycemia (disorder),10,2022,April
AD9,GREENBROOK HEALTHCARE,371704001, Injury due to chemical exposure (disorder),55,2022,April
AD9,GREENBROOK HEALTHCARE,282752000, Injury of eye region (disorder),80,2022,April
AD9,GREENBROOK HEALTHCARE,125593007, Injury of face (disorder),540,2022,April
AD9,GREENBROOK HEALTHCARE,82271004, Injury of head (disorder),1090,2022,April
AD9,GREENBROOK HEALTHCARE,127279002, Injury of lower extremity (disorder),3750,2022,April
AD9,GREENBROOK HEALTHCARE,6923002, Injury of perineum (disorder),25,2022,April
AD9,GREENBROOK HEALTHCARE,127278005, Injury of upper extremity (disorder),4035,2022,April
AD9,GREENBROOK HEALTHCARE,193462001, Insomnia (disorder),10,2022,April
AD9,GREENBROOK HEALTHCARE,INVALID, INVALID (INVALID),440,2022,April
AD9,GREENBROOK HEALTHCARE,418363000, Itching of skin (finding),75,2022,April
AD9,GREENBROOK HEALTHCARE,312608009, Laceration - injury (disorder),855,2022,April
AD9,GREENBROOK HEALTHCARE,282766005, Lower back injury (disorder),155,2022,April
AD9,GREENBROOK HEALTHCARE,182888003, Medication requested (situation),315,2022,April
AD9,GREENBROOK HEALTHCARE,713514005, Muscle weakness of limb (finding),115,2022,April
AD9,GREENBROOK HEALTHCARE,68235000, Nasal congestion (finding),65,2022,April
AD9,GREENBROOK HEALTHCARE,427461000, Near syncope (disorder),405,2022,April
AD9,GREENBROOK HEALTHCARE,81680005, Neck pain (finding),415,2022,April
