Code,Provider Description,SNOMED-CT,SNOMED-CT Description,Total,Year,Month
ALL,ALL SUBMITTERS,225358003,Wound care (regime/therapy),142401,2021,April
ALL,ALL SUBMITTERS,225565007,Perineal pain (finding),29645,2021,April
ALL,ALL SUBMITTERS,22631008,Unsteady when walking (finding),8176,2021,April
ALL,ALL SUBMITTERS,230145002,Difficulty breathing (finding),361896,2021,April
ALL,ALL SUBMITTERS,23168003,Speech dysfunction (finding),38776,2021,April
ALL,ALL SUBMITTERS,246679005,Discharge from eye (finding),21624,2021,April
ALL,ALL SUBMITTERS,247355005,Flank pain (finding),93715,2021,April
ALL,ALL SUBMITTERS,248004009,Physical aggression (finding),15274,2021,April
ALL,ALL SUBMITTERS,248020004,Bizarre behavior (finding),46158,2021,April
ALL,ALL SUBMITTERS,248062006,Self-injurious behavior (finding),80058,2021,April
ALL,ALL SUBMITTERS,249366005,Bleeding from nose (finding),47447,2021,April
ALL,ALL SUBMITTERS,249624003,Blood in feces symptom (finding),88217,2021,April
ALL,ALL SUBMITTERS,25064002,Headache (finding),402640,2021,April
ALL,ALL SUBMITTERS,26079004,Tremor (finding),7284,2021,April
ALL,ALL SUBMITTERS,262525000,Chest injury (disorder),100757,2021,April
ALL,ALL SUBMITTERS,262595009,Traumatic amputation (disorder),728,2021,April
ALL,ALL SUBMITTERS,262599003,Foreign body in respiratory tract (disorder),7105,2021,April
ALL,ALL SUBMITTERS,267036007,Dyspnea (finding),919273,2021,April
ALL,ALL SUBMITTERS,267064002,Retention of urine (disorder),93668,2021,April
ALL,ALL SUBMITTERS,267102003,Sore throat symptom (finding),192901,2021,April
ALL,ALL SUBMITTERS,271594007,Syncope (disorder),79043,2021,April
ALL,ALL SUBMITTERS,271771009,Joint swelling (finding),26446,2021,April
ALL,ALL SUBMITTERS,271807003,Eruption of skin (disorder),284621,2021,April
ALL,ALL SUBMITTERS,272022009,Complaining of feeling depressed (finding),129258,2021,April
ALL,ALL SUBMITTERS,276464002,Injury of anus (disorder),1220,2021,April
ALL,ALL SUBMITTERS,281398003,Groin mass (finding),13932,2021,April
ALL,ALL SUBMITTERS,282752000,Injury of eye region (disorder),64148,2021,April
ALL,ALL SUBMITTERS,282765009,Upper back injury (disorder),25192,2021,April
ALL,ALL SUBMITTERS,282766005,Lower back injury (disorder),112604,2021,April
ALL,ALL SUBMITTERS,283682007,Bite - wound (disorder),126789,2021,April
ALL,ALL SUBMITTERS,28442001,Polyuria (finding),47264,2021,April
ALL,ALL SUBMITTERS,289530006,Bleeding from vagina (finding),101237,2021,April
ALL,ALL SUBMITTERS,289610003,Vaginal problem (finding),15970,2021,April
ALL,ALL SUBMITTERS,290085007,Breast problem (finding),4305,2021,April
ALL,ALL SUBMITTERS,297982009,Skin problem (finding),361161,2021,April
ALL,ALL SUBMITTERS,29857009,Chest pain (finding),1297628,2021,April
ALL,ALL SUBMITTERS,2999009,Injury of ear (disorder),8550,2021,April
ALL,ALL SUBMITTERS,299972003,Sting of skin (disorder),11167,2021,April
ALL,ALL SUBMITTERS,300132001,Ear discharge (finding),16266,2021,April
ALL,ALL SUBMITTERS,300528000,Penis problem (finding),13965,2021,April
ALL,ALL SUBMITTERS,3006004,Disturbance of consciousness (finding),60641,2021,April
ALL,ALL SUBMITTERS,302866003,Hypoglycemia (disorder),16401,2021,April
ALL,ALL SUBMITTERS,312608009,Laceration - injury (disorder),358260,2021,April
ALL,ALL SUBMITTERS,312609001,Puncture wound - injury (disorder),40662,2021,April
ALL,ALL SUBMITTERS,33334006,Foreign body in digestive tract (disorder),22156,2021,April
ALL,ALL SUBMITTERS,34124000,Foreign body in vagina (disorder),5265,2021,April
ALL,ALL SUBMITTERS,3415004,Cyanosis (finding),2709,2021,April
ALL,ALL SUBMITTERS,34436003,Blood in urine (finding),75489,2021,April
ALL,ALL SUBMITTERS,366979004,Depressed mood (finding),3931,2021,April
ALL,ALL SUBMITTERS,370977006,Frostbite (disorder),158,2021,April
ALL,ALL SUBMITTERS,371704001,Injury due to chemical exposure (disorder),4398,2021,April
ALL,ALL SUBMITTERS,371708003,Injury caused by electrical exposure (disorder),5003,2021,April
ALL,ALL SUBMITTERS,385486001,Postoperative complication (disorder),25711,2021,April
ALL,ALL SUBMITTERS,386661006,Fever (finding),567569,2021,April
ALL,ALL SUBMITTERS,386689009,Hypothermia (finding),3574,2021,April
ALL,ALL SUBMITTERS,394616008,Unsteady gait (finding),288709,2021,April
ALL,ALL SUBMITTERS,398979000,Pale complexion (finding),9702,2021,April
ALL,ALL SUBMITTERS,399963005,Abrasion (disorder),39666,2021,April
ALL,ALL SUBMITTERS,404640003,Dizziness (finding),189019,2021,April
ALL,ALL SUBMITTERS,40739000,Dysphagia (disorder),3872,2021,April
ALL,ALL SUBMITTERS,40917007,Clouded consciousness (finding),109607,2021,April
ALL,ALL SUBMITTERS,409668002,Photophobia (finding),5199,2021,April
ALL,ALL SUBMITTERS,410429000,Cardiac arrest (disorder),11728,2021,April
ALL,ALL SUBMITTERS,41652007,Pain in eye (finding),179483,2021,April
ALL,ALL SUBMITTERS,417746004,Traumatic injury (disorder),26986,2021,April
ALL,ALL SUBMITTERS,417981005,Exposure to blood and/or body fluid (event),10494,2021,April
ALL,ALL SUBMITTERS,418363000,Itching of skin (finding),22224,2021,April
ALL,ALL SUBMITTERS,421581006,Pharyngeal swelling (finding),11379,2021,April
ALL,ALL SUBMITTERS,422400008,Vomiting (disorder),310393,2021,April
ALL,ALL SUBMITTERS,422587007,Nausea (finding),14253,2021,April
ALL,ALL SUBMITTERS,422970001,Cardiac arrest due to trauma (disorder),400,2021,April
ALL,ALL SUBMITTERS,427461000,Near syncope (disorder),150183,2021,April
ALL,ALL SUBMITTERS,428566005,Gestation less than 20 weeks (finding),154258,2021,April
ALL,ALL SUBMITTERS,429715006,Gestation greater than 20 weeks (finding),10835,2021,April
ALL,ALL SUBMITTERS,44077006,Numbness (finding),62678,2021,April
ALL,ALL SUBMITTERS,450724008,Injury of cervical region of back (disorder),4702,2021,April
ALL,ALL SUBMITTERS,47609003,Foreign body in esophagus (disorder),8796,2021,April
ALL,ALL SUBMITTERS,48694002,Anxiety (finding),34033,2021,April
ALL,ALL SUBMITTERS,49650001,Dysuria (finding),127081,2021,April
ALL,ALL SUBMITTERS,49727002,Cough (finding),220304,2021,April
ALL,ALL SUBMITTERS,55899000,Foreign body on external eye (disorder),95066,2021,April
ALL,ALL SUBMITTERS,56890008,Victim of sexual aggression (finding),872,2021,April
ALL,ALL SUBMITTERS,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",5029,2021,April
ALL,ALL SUBMITTERS,60728008,Swollen abdomen (finding),11406,2021,April
ALL,ALL SUBMITTERS,60862001,Tinnitus (finding),3183,2021,April
ALL,ALL SUBMITTERS,62315008,Diarrhea (finding),106305,2021,April
ALL,ALL SUBMITTERS,63102001,Visual disturbance (disorder),170687,2021,April
ALL,ALL SUBMITTERS,65958008,Hiccoughs (finding),795,2021,April
ALL,ALL SUBMITTERS,66214007,Substance abuse (disorder),168417,2021,April
ALL,ALL SUBMITTERS,66857006,Hemoptysis (finding),23954,2021,April
ALL,ALL SUBMITTERS,68235000,Nasal congestion (finding),12436,2021,April
ALL,ALL SUBMITTERS,6923002,Injury of perineum (disorder),6120,2021,April
ALL,ALL SUBMITTERS,7011001,Hallucinations (finding),14192,2021,April
ALL,ALL SUBMITTERS,70176004,Foreign body in rectum (disorder),1562,2021,April
ALL,ALL SUBMITTERS,70407001,Stridor (finding),67518,2021,April
ALL,ALL SUBMITTERS,713514005,Muscle weakness of limb (finding),79981,2021,April
ALL,ALL SUBMITTERS,74699008,Foreign body in nose (disorder),14459,2021,April
ALL,ALL SUBMITTERS,75441006,Foreign body in ear (disorder),38791,2021,April
ALL,ALL SUBMITTERS,75478009,Poisoning (disorder),77907,2021,April
ALL,ALL SUBMITTERS,75705005,Red eye (disorder),128571,2021,April
ALL,ALL SUBMITTERS,762898005,Swelling of bilateral lower limbs (finding),10413,2021,April
ALL,ALL SUBMITTERS,77880009,Rectal pain (finding),22500,2021,April
ALL,ALL SUBMITTERS,78680009,"Hospital admission, emergency, direct (procedure)",190973,2021,April
ALL,ALL SUBMITTERS,79890006,Loss of appetite (finding),20078,2021,April
ALL,ALL SUBMITTERS,80313002,Palpitations (finding),209933,2021,April
ALL,ALL SUBMITTERS,80394007,Hyperglycemia (disorder),35087,2021,April
ALL,ALL SUBMITTERS,81680005,Neck pain (finding),67276,2021,April
ALL,ALL SUBMITTERS,82271004,Injury of head (disorder),670782,2021,April
ALL,ALL SUBMITTERS,83128009,Oliguria (finding),25217,2021,April
ALL,ALL SUBMITTERS,84387000,Asymptomatic (finding),54235,2021,April
ALL,ALL SUBMITTERS,87317003,Respiratory arrest (disorder),1784,2021,April
ALL,ALL SUBMITTERS,8765009,Hematemesis (disorder),44769,2021,April
ALL,ALL SUBMITTERS,87970004,Nonfatal submersion (disorder),839,2021,April
ALL,ALL SUBMITTERS,90460009,Injury of neck (disorder),52668,2021,April
ALL,ALL SUBMITTERS,91175000,Seizure (finding),184605,2021,April
ALL,ALL SUBMITTERS,93459000,Foreign body in subcutaneous tissue (disorder),45548,2021,April
ALL,ALL SUBMITTERS,95666008,Weakness of face muscles (finding),44519,2021,April
ALL,ALL SUBMITTERS,95668009,Pain in face (finding),135384,2021,April
ALL,ALL SUBMITTERS,INVALID,INVALID,374625,2021,April
ALL,ALL SUBMITTERS,NOT SUBMITTED,NOT SUBMITTED,4050852,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,102556003,Pain in upper limb (finding),880,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,10601006,Pain in lower limb (finding),1855,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,125593007,Injury of face (disorder),1140,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,125666000,Burn (disorder),390,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,127278005,Injury of upper extremity (disorder),7500,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,127279002,Injury of lower extremity (disorder),8160,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,128069005,Injury of abdomen (disorder),20,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,13094009,Apnea in the newborn (finding),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,13791008,Asthenia (finding),10045,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,14380007,Foreign body in mouth (disorder),50,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,14760008,Constipation (finding),145,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,15188001,Hearing loss (disorder),40,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,161152002,Social problem (finding),145,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,161887000,Spontaneous bruising (disorder),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,161891005,Backache (finding),1075,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,162214009,Crying infant (finding),60,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,162356005,Earache symptom (finding),245,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,162784002,Unilateral leg edema (situation),250,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,170720001,Follow-up ophthalmological assessment (regime/therapy),630,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,182888003,Medication requested (situation),10,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,19491003,Injury of nose (disorder),60,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,20502007,Pain in scrotum (finding),160,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,21522001,Abdominal pain (finding),4095,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,21631000119105,Limb ischemia (disorder),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,225358003,Wound care (regime/therapy),105,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,225565007,Perineal pain (finding),185,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,22631008,Unsteady when walking (finding),10,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,230145002,Difficulty breathing (finding),4285,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,23168003,Speech dysfunction (finding),40,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,246679005,Discharge from eye (finding),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,247355005,Flank pain (finding),335,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,248004009,Physical aggression (finding),10,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,248020004,Bizarre behavior (finding),25,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),95,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,249366005,Bleeding from nose (finding),290,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,249624003,Blood in feces symptom (finding),275,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,25064002,Headache (finding),965,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,26079004,Tremor (finding),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,262525000,Chest injury (disorder),540,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,262595009,Traumatic amputation (disorder),10,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,262599003,Foreign body in respiratory tract (disorder),15,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,267064002,Retention of urine (disorder),435,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,267102003,Sore throat symptom (finding),245,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,271594007,Syncope (disorder),335,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,271771009,Joint swelling (finding),25,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,271807003,Eruption of skin (disorder),710,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,272022009,Complaining of feeling depressed (finding),465,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,276464002,Injury of anus (disorder),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,281398003,Groin mass (finding),10,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,282752000,Injury of eye region (disorder),135,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,282765009,Upper back injury (disorder),105,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,282766005,Lower back injury (disorder),545,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,283682007,Bite - wound (disorder),535,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,28442001,Polyuria (finding),15,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,289530006,Bleeding from vagina (finding),260,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,289610003,Vaginal problem (finding),25,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,290085007,Breast problem (finding),10,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,297982009,Skin problem (finding),1570,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,29857009,Chest pain (finding),4860,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,2999009,Injury of ear (disorder),30,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,299972003,Sting of skin (disorder),40,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,300132001,Ear discharge (finding),45,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,300528000,Penis problem (finding),40,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,3006004,Disturbance of consciousness (finding),20,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,302866003,Hypoglycemia (disorder),65,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,312608009,Laceration - injury (disorder),1190,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),110,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,33334006,Foreign body in digestive tract (disorder),130,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,34124000,Foreign body in vagina (disorder),10,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,3415004,Cyanosis (finding),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,34436003,Blood in urine (finding),205,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,370977006,Frostbite (disorder),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,371704001,Injury due to chemical exposure (disorder),25,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,371708003,Injury caused by electrical exposure (disorder),10,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,385486001,Postoperative complication (disorder),350,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,386661006,Fever (finding),1415,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,386689009,Hypothermia (finding),15,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,394616008,Unsteady gait (finding),630,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,398979000,Pale complexion (finding),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,399963005,Abrasion (disorder),50,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,404640003,Dizziness (finding),565,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,40917007,Clouded consciousness (finding),380,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,409668002,Photophobia (finding),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,410429000,Cardiac arrest (disorder),35,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,41652007,Pain in eye (finding),130,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),40,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,417981005,Exposure to blood and/or body fluid (event),15,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,418363000,Itching of skin (finding),10,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,422400008,Vomiting (disorder),895,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,422587007,Nausea (finding),15,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,427461000,Near syncope (disorder),880,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,428566005,Gestation less than 20 weeks (finding),590,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,429715006,Gestation greater than 20 weeks (finding),80,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,44077006,Numbness (finding),520,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,450724008,Injury of cervical region of back (disorder),15,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,47609003,Foreign body in esophagus (disorder),50,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,48694002,Anxiety (finding),195,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,49650001,Dysuria (finding),185,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,49727002,Cough (finding),525,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,55899000,Foreign body on external eye (disorder),325,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,57335002,"Toxic effect of gas, fumes AND/OR vapors (disorder)",20,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,60728008,Swollen abdomen (finding),35,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,60862001,Tinnitus (finding),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,62315008,Diarrhea (finding),185,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,63102001,Visual disturbance (disorder),140,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,65958008,Hiccoughs (finding),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,66214007,Substance abuse (disorder),255,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,66857006,Hemoptysis (finding),140,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,68235000,Nasal congestion (finding),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,6923002,Injury of perineum (disorder),40,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,7011001,Hallucinations (finding),25,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,70176004,Foreign body in rectum (disorder),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,70407001,Stridor (finding),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,713514005,Muscle weakness of limb (finding),30,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,74699008,Foreign body in nose (disorder),45,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,75441006,Foreign body in ear (disorder),185,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,75478009,Poisoning (disorder),920,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,75705005,Red eye (disorder),10,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,762898005,Swelling of bilateral lower limbs (finding),35,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,77880009,Rectal pain (finding),20,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,78680009,"Hospital admission, emergency, direct (procedure)",20,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,79890006,Loss of appetite (finding),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,80313002,Palpitations (finding),735,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,80394007,Hyperglycemia (disorder),45,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,81680005,Neck pain (finding),260,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,82271004,Injury of head (disorder),2720,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,83128009,Oliguria (finding),10,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,87317003,Respiratory arrest (disorder),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,8765009,Hematemesis (disorder),150,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,87970004,Nonfatal submersion (disorder),*,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,90460009,Injury of neck (disorder),240,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,91175000,Seizure (finding),635,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,93459000,Foreign body in subcutaneous tissue (disorder),170,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,95666008,Weakness of face muscles (finding),15,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,95668009,Pain in face (finding),425,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,INVALID,INVALID,140,2021,April
RCF,AIREDALE NHS FOUNDATION TRUST,NOT SUBMITTED,NOT SUBMITTED,*,2021,April
RBS25,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,248062006,Self-injurious behavior (finding),125,2021,April
RBS25,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,312609001,Puncture wound - injury (disorder),*,2021,April
RBS25,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,417746004,Traumatic injury (disorder),500,2021,April
RBS25,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,78680009,"Hospital admission, emergency, direct (procedure)",68270,2021,April
RBS25,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,NOT SUBMITTED,NOT SUBMITTED,505,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,102556003,Pain in upper limb (finding),2005,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10601006,Pain in lower limb (finding),2580,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,125593007,Injury of face (disorder),*,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,125666000,Burn (disorder),*,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,127278005,Injury of upper extremity (disorder),*,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,14760008,Constipation (finding),105,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,15188001,Hearing loss (disorder),*,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,161152002,Social problem (finding),25,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,161891005,Backache (finding),1415,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,162214009,Crying infant (finding),*,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,162356005,Earache symptom (finding),115,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,18165001,Jaundice (finding),20,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,182888003,Medication requested (situation),10,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,20502007,Pain in scrotum (finding),15,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,21522001,Abdominal pain (finding),5690,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,21631000119105,Limb ischemia (disorder),*,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,225358003,Wound care (regime/therapy),15,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,225565007,Perineal pain (finding),*,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,230145002,Difficulty breathing (finding),2190,2021,April
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,23168003,Speech dysfunction (finding),20,2021,April
