Period,Org Code,Parent Org,Org name,Number of A&E attendances Type 1,Number of A&E attendances Type 2,Number of A&E attendances Other A&E Department,Number of attendances over 4hrs Type 1,Number of attendances over 4hrs Type 2,Number of attendances over 4hrs Other A&E Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-April-2018,RWP,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,10121.0,0.0,5311.0,3810.0,0.0,0.0,1222.0,44.0,2963.0,0.0,0.0,775.0
MSitAE-April-2018,RXL,NHS ENGLAND NORTH (LANCASHIRE AND SOUTH CUMBRIA),BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,6192.0,0.0,11541.0,2715.0,0.0,33.0,1138.0,9.0,2282.0,0.0,0.0,958.0
MSitAE-April-2018,R1D,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0.0,0.0,2034.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,23.0
MSitAE-April-2018,RL1,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
MSitAE-April-2018,RL4,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),THE ROYAL WOLVERHAMPTON NHS TRUST,10709.0,0.0,8466.0,1704.0,0.0,58.0,214.0,0.0,2544.0,0.0,0.0,934.0
MSitAE-April-2018,RPC,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,923.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,33.0,409.0
MSitAE-April-2018,RCU,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4428.0,0.0,49.0,103.0,0.0,0.0,0.0,0.0,624.0,0.0,0.0,323.0
MSitAE-April-2018,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,4932.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,REP,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0.0,1059.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,100.0,0.0,35.0
MSitAE-April-2018,RTP,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",SURREY AND SUSSEX HEALTHCARE NHS TRUST,8320.0,0.0,0.0,378.0,0.0,0.0,197.0,0.0,2274.0,0.0,0.0,671.0
MSitAE-April-2018,RA4,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,4388.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,1292.0,0.0,0.0,305.0
MSitAE-April-2018,RNA,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),THE DUDLEY GROUP NHS FOUNDATION TRUST,8259.0,0.0,5783.0,1892.0,0.0,32.0,462.0,0.0,1935.0,0.0,0.0,819.0
MSitAE-April-2018,NR3,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),NOTTINGHAM CITYCARE PARTNERSHIP,0.0,0.0,4449.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,Y03094,NHS ENGLAND LONDON,THE JUNCTION HC - UNREGISTERED PATIENTS,0.0,0.0,3235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0.0,0.0,4505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5287.0,0.0,7724.0,2511.0,0.0,54.0,271.0,2.0,1878.0,0.0,0.0,113.0
MSitAE-April-2018,RYF,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0.0,0.0,1430.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,RDU,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",FRIMLEY HEALTH NHS FOUNDATION TRUST,19437.0,0.0,0.0,2401.0,0.0,0.0,392.0,0.0,6215.0,0.0,0.0,1244.0
MSitAE-April-2018,RR7,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),GATESHEAD HEALTH NHS FOUNDATION TRUST,7567.0,0.0,2576.0,426.0,0.0,0.0,82.0,0.0,1560.0,0.0,0.0,374.0
MSitAE-April-2018,NNF94,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),EAST RIDING COMMUNITY HOSPITAL,0.0,0.0,2027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,R1F,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",ISLE OF WIGHT NHS TRUST,3732.0,0.0,128.0,679.0,0.0,0.0,164.0,0.0,867.0,0.0,0.0,104.0
MSitAE-April-2018,NNF09,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),BRANSHOLME HEALTH CENTRE,0.0,0.0,2327.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,Y02584,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),WALK IN CENTRE,0.0,0.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,RTF,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8322.0,0.0,8477.0,176.0,0.0,19.0,0.0,0.0,3947.0,0.0,27.0,691.0
MSitAE-April-2018,Y02973,NHS ENGLAND LONDON,KINGS PARK SURGERY,0.0,0.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,NNF99,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),HORNSEA COTTAGE HOSPITAL,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,RFF,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7656.0,0.0,0.0,745.0,0.0,0.0,83.0,0.0,2071.0,0.0,0.0,576.0
MSitAE-April-2018,Y03082,NHS ENGLAND LONDON,HAROLD WOOD WIC,0.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0.0,0.0,9680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,RRK,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,9831.0,0.0,0.0,1759.0,0.0,0.0,473.0,0.0,3842.0,0.0,0.0,1325.0
MSitAE-April-2018,C82038,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),LATHAM HOUSE MEDICAL PRACTICE,0.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,RJC,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,5463.0,0.0,686.0,585.0,0.0,1.0,31.0,0.0,1717.0,0.0,0.0,244.0
MSitAE-April-2018,Y02816,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",EASTBOURNE STATION HEALTH CENTRE,0.0,0.0,1505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,RY4,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),HERTFORDSHIRE COMMUNITY NHS TRUST,0.0,0.0,865.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,NNF18,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),WITHERNSEA HOSPITAL,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,RNZ,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),SALISBURY NHS FOUNDATION TRUST,3887.0,310.0,0.0,290.0,0.0,0.0,75.0,0.0,1195.0,0.0,0.0,671.0
MSitAE-April-2018,RGQ,NHS ENGLAND MIDLANDS AND EAST (EAST),IPSWICH HOSPITAL NHS TRUST,6901.0,0.0,985.0,919.0,0.0,0.0,45.0,0.0,1841.0,0.0,157.0,796.0
MSitAE-April-2018,RD8,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7244.0,0.0,4739.0,474.0,0.0,5.0,72.0,0.0,1573.0,0.0,0.0,1080.0
MSitAE-April-2018,RVJ,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),NORTH BRISTOL NHS TRUST,7429.0,0.0,0.0,1261.0,0.0,0.0,373.0,0.0,2536.0,0.0,0.0,1659.0
MSitAE-April-2018,RGN,NHS ENGLAND MIDLANDS AND EAST (EAST),NORTH WEST ANGLIA NHS FOUNDATION TRUST,11573.0,0.0,720.0,2179.0,0.0,0.0,171.0,0.0,3494.0,0.0,1.0,987.0
MSitAE-April-2018,RAE,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9992.0,0.0,1020.0,1773.0,0.0,17.0,247.0,0.0,3594.0,0.0,0.0,1213.0
MSitAE-April-2018,RGR,NHS ENGLAND MIDLANDS AND EAST (EAST),WEST SUFFOLK NHS FOUNDATION TRUST,5596.0,0.0,371.0,896.0,0.0,0.0,17.0,0.0,2113.0,0.0,0.0,747.0
MSitAE-April-2018,NNFA7,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),GOOLE & DISTRICT HOSPITAL,0.0,0.0,1148.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",20369.0,730.0,2687.0,4970.0,2.0,31.0,101.0,10.0,4943.0,0.0,0.0,66.0
MSitAE-April-2018,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15414.0,0.0,6963.0,4530.0,0.0,203.0,1011.0,24.0,4212.0,0.0,0.0,352.0
MSitAE-April-2018,RR8,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),LEEDS TEACHING HOSPITALS NHS TRUST,16021.0,0.0,3316.0,3629.0,0.0,0.0,1038.0,0.0,4954.0,0.0,0.0,1464.0
MSitAE-April-2018,Y03051,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",HASTINGS MED P & WALKIN,0.0,0.0,2036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,RWA,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,11154.0,0.0,0.0,1895.0,0.0,0.0,447.0,0.0,3102.0,0.0,0.0,1335.0
MSitAE-April-2018,RBT,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,5286.0,0.0,1890.0,1235.0,0.0,9.0,0.0,0.0,2077.0,0.0,0.0,898.0
MSitAE-April-2018,RNU,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",OXFORD HEALTH NHS FOUNDATION TRUST,0.0,0.0,2653.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,RW1,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",SOUTHERN HEALTH NHS FOUNDATION TRUST,0.0,0.0,655.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,190.0
MSitAE-April-2018,RA9,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6124.0,0.0,2931.0,1122.0,0.0,0.0,291.0,1.0,2528.0,0.0,0.0,601.0
MSitAE-April-2018,RWE,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,17840.0,1678.0,0.0,4615.0,46.0,0.0,1093.0,0.0,4226.0,10.0,0.0,3995.0
MSitAE-April-2018,RBS,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,4938.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,1048.0,0.0,0.0,277.0
MSitAE-April-2018,RXQ,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,6523.0,1189.0,4472.0,1684.0,0.0,37.0,716.0,0.0,2913.0,766.0,0.0,690.0
MSitAE-April-2018,RMC,NHS ENGLAND NORTH (GREATER MANCHESTER),BOLTON NHS FOUNDATION TRUST,8813.0,0.0,985.0,1690.0,0.0,12.0,266.0,3.0,2234.0,0.0,33.0,771.0
MSitAE-April-2018,RN5,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,8887.0,0.0,1013.0,1033.0,0.0,4.0,554.0,0.0,2307.0,0.0,0.0,1237.0
MSitAE-April-2018,RD3,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),POOLE HOSPITAL NHS FOUNDATION TRUST,5526.0,0.0,1716.0,1074.0,0.0,1.0,144.0,0.0,1692.0,0.0,0.0,1379.0
MSitAE-April-2018,NTV0B,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",ASHFORD WALK-IN-CENTRE,0.0,0.0,3588.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MSitAE-April-2018,RA3,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),WESTON AREA HEALTH NHS TRUST,3825.0,0.0,0.0,476.0,0.0,0.0,0.0,0.0,1016.0,0.0,0.0,140.0
MSitAE-April-2018,RY5,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0.0,0.0,10456.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,3.0,2.0
MSitAE-April-2018,RN7,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",DARTFORD AND GRAVESHAM NHS TRUST,8874.0,0.0,1791.0,985.0,0.0,10.0,156.0,0.0,2754.0,0.0,0.0,224.0
MSitAE-April-2018,RK5,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,8188.0,0.0,4264.0,898.0,0.0,53.0,203.0,0.0,2599.0,0.0,12.0,341.0
MSitAE-April-2018,ATQ02,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),WALSALL URGENT CARE CENTRE (COMMUNITY SITE),0.0,0.0,3329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
